"","State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI","area"
"422","41","067","06","071","CA","San Bernardino County",64,146,2519,"LA"
"423","41","067","17","031","IL","Cook County",63,106,3625,"IL"
"424","41","067","41","035","OR","Klamath County",58,94,1837,"oregon"
"425","41","067","06","081","CA","San Mateo County",55,119,5621,"bay_area"
"426","41","067","48","201","TX","Harris County",55,81,2952,"TX"
"427","41","067","35","001","NM","Bernalillo County",52,75,1978,"NM"
"428","41","067","32","031","NV","Washoe County",49,93,2030,"NV"
"429","41","067","27","053","MN","Hennepin County",48,88,2542,"MN"
"430","41","067","41","059","OR","Umatilla County",48,70,1254,"oregon"
"431","41","067","41","033","OR","Josephine County",47,76,1030,"oregon"
"432","41","067","48","453","TX","Travis County",46,91,3396,"TX"
"433","41","067","53","015","WA","Cowlitz County",46,74,1530,"WA"
"434","41","067","53","067","WA","Thurston County",46,86,2317,"puget_sound"
"435","41","067","04","019","AZ","Pima County",44,77,1880,"AZ"
"436","41","067","08","041","CO","El Paso County",43,92,2578,"CO"
"437","41","067","26","125","MI","Oakland County",42,92,2648,"MI"
"438","41","067","48","113","TX","Dallas County",42,72,1933,"TX"
"439","41","067","53","073","WA","Whatcom County",42,69,1152,"WA"
"440","41","067","41","011","OR","Coos County",41,75,1314,"oregon"
"441","41","067","49","049","UT","Utah County",41,103,1361,"UT"
"442","41","067","06","097","CA","Sonoma County",36,64,1764,"bay_area"
"443","41","067","39","049","OH","Franklin County",36,73,2429,"OH"
"444","41","067","02","020","AK","Anchorage Municipality",35,62,1413,"AK"
"445","41","067","41","065","OR","Wasco County",35,61,1153,"oregon"
"446","41","067","53","035","WA","Kitsap County",35,52,1064,"puget_sound"
"447","41","067","36","061","NY","New York County",32,41,1742,"NY"
"448","41","067","55","025","WI","Dane County",32,54,1981,"WI"
"449","41","067","30","063","MT","Missoula County",31,46,1166,"MT"
"450","41","067","53","077","WA","Yakima County",29,50,1308,"WA"
"451","41","067","06","023","CA","Humboldt County",28,38,581,"CA"
"452","41","067","08","031","CO","Denver County",28,41,1403,"CO"
"453","41","067","41","027","OR","Hood River County",28,40,883,"oregon"
"454","41","067","42","003","PA","Allegheny County",28,50,1361,"PA"
"455","41","067","04","021","AZ","Pinal County",27,73,1587,"AZ"
"456","41","067","06","077","CA","San Joaquin County",27,58,1701,"CA"
"457","41","067","08","069","CO","Larimer County",27,47,876,"CO"
"458","41","067","06","095","CA","Solano County",26,74,2072,"bay_area"
"459","41","067","25","017","MA","Middlesex County",26,60,2710,"MA"
"460","41","067","13","121","GA","Fulton County",25,35,1135,"GA"
"461","41","067","15","009","HI","Maui County",25,28,806,"HI"
"462","41","067","06","019","CA","Fresno County",24,44,1100,"CA"
"463","41","067","06","099","CA","Stanislaus County",24,52,918,"CA"
"464","41","067","48","439","TX","Tarrant County",24,54,1155,"TX"
"465","41","067","51","059","VA","Fairfax County",24,44,1555,"VA"
"466","41","067","26","163","MI","Wayne County",23,39,1460,"MI"
"467","41","067","08","013","CO","Boulder County",22,30,911,"CO"
"468","41","067","15","001","HI","Hawaii County",22,31,648,"HI"
"469","41","067","48","029","TX","Bexar County",22,48,1184,"TX"
"470","41","067","06","029","CA","Kern County",21,48,673,"CA"
"471","41","067","06","061","CA","Placer County",20,33,1035,"CA"
"472","41","067","08","005","CO","Arapahoe County",20,39,959,"CO"
"473","41","067","12","057","FL","Hillsborough County",20,31,919,"FL"
"474","41","067","26","161","MI","Washtenaw County",20,43,1075,"MI"
"475","41","067","53","005","WA","Benton County",20,33,604,"WA"
"476","41","067","53","075","WA","Whitman County",20,28,718,"WA"
"477","41","067","06","079","CA","San Luis Obispo County",19,27,402,"CA"
"478","41","067","12","001","FL","Alachua County",19,24,828,"FL"
"479","41","067","20","091","KS","Johnson County",19,44,1953,"KS"
"480","41","067","37","183","NC","Wake County",19,37,1294,"NC"
"481","41","067","39","035","OH","Cuyahoga County",19,40,825,"OH"
"482","41","067","48","121","TX","Denton County",19,49,1344,"TX"
"483","41","067","02","090","AK","Fairbanks North Star Borough",18,33,659,"AK"
"484","41","067","06","083","CA","Santa Barbara County",18,24,757,"CA"
"485","41","067","06","113","CA","Yolo County",18,25,988,"CA"
"486","41","067","17","043","IL","Dupage County",18,33,1185,"IL"
"487","41","067","30","031","MT","Gallatin County",18,25,438,"MT"
"488","41","067","37","119","NC","Mecklenburg County",18,31,665,"NC"
"489","41","067","41","031","OR","Jefferson County",18,38,679,"oregon"
"490","41","067","04","025","AZ","Yavapai County",17,30,485,"AZ"
"491","41","067","08","059","CO","Jefferson County",17,31,569,"CO"
"492","41","067","12","011","FL","Broward County",17,34,987,"FL"
"493","41","067","30","029","MT","Flathead County",17,26,375,"MT"
"494","41","067","48","085","TX","Collin County",17,38,1383,"TX"
"495","41","067","06","087","CA","Santa Cruz County",16,31,780,"bay_area"
"496","41","067","08","001","CO","Adams County",16,36,842,"CO"
"497","41","067","12","031","FL","Duval County",16,33,785,"FL"
"498","41","067","12","095","FL","Orange County",16,30,289,"FL"
"499","41","067","16","057","ID","Latah County",16,23,571,"ID"
"500","41","067","42","101","PA","Philadelphia County",16,22,602,"PA"
"501","41","067","04","005","AZ","Coconino County",15,28,531,"AZ"
"502","41","067","16","027","ID","Canyon County",15,42,533,"ID"
"503","41","067","16","055","ID","Kootenai County",15,21,417,"ID"
"504","41","067","18","097","IN","Marion County",15,26,495,"IN"
"505","41","067","19","153","IA","Polk County",15,21,713,"IA"
"506","41","067","29","189","MO","St Louis County",15,30,717,"MO"
"507","41","067","34","023","NJ","Middlesex County",15,37,890,"NJ"
"508","41","067","42","091","PA","Montgomery County",15,31,1144,"PA"
"509","41","067","47","037","TN","Davidson County",15,32,846,"TN"
"510","41","067","06","041","CA","Marin County",14,26,1059,"bay_area"
"511","41","067","06","089","CA","Shasta County",14,25,454,"CA"
"512","41","067","12","086","FL","Miami Dade County",14,24,575,"FL"
"513","41","067","25","027","MA","Worcester County",14,30,1680,"MA"
"514","41","067","30","111","MT","Yellowstone County",14,26,386,"MT"
"515","41","067","41","015","OR","Curry County",14,21,365,"oregon"
"516","41","067","48","027","TX","Bell County",14,26,343,"TX"
"517","41","067","48","141","TX","El Paso County",14,28,323,"TX"
"518","41","067","06","007","CA","Butte County",13,15,284,"CA"
"519","41","067","09","001","CT","Fairfield County",13,24,607,"CT"
"520","41","067","18","157","IN","Tippecanoe County",13,20,785,"IN"
"521","41","067","25","025","MA","Suffolk County",13,14,548,"MA"
"522","41","067","49","011","UT","Davis County",13,29,398,"UT"
"523","41","067","49","057","UT","Weber County",13,20,564,"UT"
"524","41","067","53","009","WA","Clallam County",13,28,505,"WA"
"525","41","067","12","099","FL","Palm Beach County",12,25,986,"FL"
"526","41","067","18","141","IN","St Joseph County",12,22,605,"IN"
"527","41","067","24","033","MD","Prince George's County",12,17,477,"MD"
"528","41","067","26","065","MI","Ingham County",12,22,579,"MI"
"529","41","067","26","081","MI","Kent County",12,25,806,"MI"
"530","41","067","27","123","MN","Ramsey County",12,17,635,"MN"
"531","41","067","35","013","NM","Do<f1>a Ana County",12,23,329,"NM"
"532","41","067","36","067","NY","Onondaga County",12,17,554,"NY"
"533","41","067","39","061","OH","Hamilton County",12,15,381,"OH"
"534","41","067","40","143","OK","Tulsa County",12,23,407,"OK"
"535","41","067","41","013","OR","Crook County",12,26,399,"oregon"
"536","41","067","47","157","TN","Shelby County",12,18,578,"TN"
"537","41","067","48","491","TX","Williamson County",12,41,1696,"TX"
"538","41","067","04","015","AZ","Mohave County",11,21,343,"AZ"
"539","41","067","11","001","DC","District of Columbia",11,15,557,"DC"
"540","41","067","16","065","ID","Madison County",11,32,242,"ID"
"541","41","067","27","037","MN","Dakota County",11,14,350,"MN"
"542","41","067","31","055","NE","Douglas County",11,21,684,"NE"
"543","41","067","36","047","NY","Kings County",11,23,727,"NY"
"544","41","067","37","133","NC","Onslow County",11,24,257,"NC"
"545","41","067","41","061","OR","Union County",11,15,271,"oregon"
"546","41","067","42","027","PA","Centre County",11,15,521,"PA"
"547","41","067","48","041","TX","Brazos County",11,14,409,"TX"
"548","41","067","48","339","TX","Montgomery County",11,23,457,"TX"
"549","41","067","53","029","WA","Island County",11,21,368,"puget_sound"
"550","41","067","53","041","WA","Lewis County",11,15,235,"WA"
"551","41","067","02","170","AK","Matanuska Susitna Borough",10,17,369,"AK"
"552","41","067","06","017","CA","El Dorado County",10,22,428,"CA"
"553","41","067","06","053","CA","Monterey County",10,19,557,"CA"
"554","41","067","12","103","FL","Pinellas County",10,16,804,"FL"
"555","41","067","17","019","IL","Champaign County",10,17,334,"IL"
"556","41","067","20","173","KS","Sedgwick County",10,21,773,"KS"
"557","41","067","21","067","KY","Fayette County",10,16,503,"KY"
"558","41","067","24","031","MD","Montgomery County",10,18,1008,"MD"
"559","41","067","29","095","MO","Jackson County",10,16,384,"MO"
"560","41","067","40","109","OK","Oklahoma County",10,18,430,"OK"
"561","41","067","41","045","OR","Malheur County",10,15,196,"oregon"
"562","41","067","53","037","WA","Kittitas County",10,18,420,"WA"
