"","State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI","area"
"42","41","005","04","019","AZ","Pima County",24,47,954,"AZ"
"43","41","005","41","033","OR","Josephine County",24,40,1161,"oregon"
"44","41","005","06","081","CA","San Mateo County",23,46,2180,"bay_area"
"45","41","005","41","065","OR","Wasco County",23,45,825,"oregon"
"46","41","005","49","035","UT","Salt Lake County",23,51,973,"UT"
"47","41","005","06","001","CA","Alameda County",22,50,2411,"bay_area"
"48","41","005","30","063","MT","Missoula County",22,34,692,"MT"
"49","41","005","53","015","WA","Cowlitz County",22,34,697,"WA"
"50","41","005","06","075","CA","San Francisco County",21,36,3088,"bay_area"
"51","41","005","02","020","AK","Anchorage Municipality",20,32,941,"AK"
"52","41","005","27","053","MN","Hennepin County",20,40,1436,"MN"
"53","41","005","41","035","OR","Klamath County",20,29,585,"oregon"
"54","41","005","49","049","UT","Utah County",20,36,540,"UT"
"55","41","005","53","077","WA","Yakima County",20,29,501,"WA"
"56","41","005","16","027","ID","Canyon County",19,36,585,"ID"
"57","41","005","41","027","OR","Hood River County",19,35,1240,"oregon"
"58","41","005","41","013","OR","Crook County",18,35,577,"oregon"
"59","41","005","41","031","OR","Jefferson County",18,31,554,"oregon"
"60","41","005","41","061","OR","Union County",18,36,403,"oregon"
"61","41","005","53","067","WA","Thurston County",18,29,590,"puget_sound"
"62","41","005","06","019","CA","Fresno County",17,32,731,"CA"
"63","41","005","35","001","NM","Bernalillo County",17,23,554,"NM"
"64","41","005","48","027","TX","Bell County",17,38,379,"TX"
"65","41","005","06","041","CA","Marin County",16,30,1698,"bay_area"
"66","41","005","08","031","CO","Denver County",16,18,1066,"CO"
"67","41","005","30","111","MT","Yellowstone County",16,30,520,"MT"
"68","41","005","48","201","TX","Harris County",16,42,1199,"TX"
"69","41","005","53","035","WA","Kitsap County",16,25,1081,"puget_sound"
"70","41","005","06","083","CA","Santa Barbara County",15,27,714,"CA"
"71","41","005","06","089","CA","Shasta County",15,31,581,"CA"
"72","41","005","39","049","OH","Franklin County",15,32,1007,"OH"
"73","41","005","48","113","TX","Dallas County",15,28,1028,"TX"
"74","41","005","15","001","HI","Hawaii County",14,29,414,"HI"
"75","41","005","53","073","WA","Whatcom County",14,17,388,"WA"
"76","41","005","02","090","AK","Fairbanks North Star Borough",13,18,467,"AK"
"77","41","005","06","097","CA","Sonoma County",13,21,471,"bay_area"
"78","41","005","08","041","CO","El Paso County",13,21,415,"CO"
"79","41","005","48","453","TX","Travis County",13,23,1315,"TX"
"80","41","005","53","071","WA","Walla Walla County",13,22,230,"WA"
"81","41","005","06","007","CA","Butte County",12,29,528,"CA"
"82","41","005","06","061","CA","Placer County",12,19,826,"CA"
"83","41","005","06","099","CA","Stanislaus County",12,30,708,"CA"
"84","41","005","08","005","CO","Arapahoe County",12,30,1813,"CO"
"85","41","005","24","031","MD","Montgomery County",12,24,1193,"MD"
"86","41","005","04","025","AZ","Yavapai County",11,23,422,"AZ"
"87","41","005","06","023","CA","Humboldt County",11,20,392,"CA"
"88","41","005","06","053","CA","Monterey County",11,19,713,"CA"
"89","41","005","06","079","CA","San Luis Obispo County",11,19,240,"CA"
"90","41","005","08","013","CO","Boulder County",11,24,559,"CO"
"91","41","005","12","099","FL","Palm Beach County",11,22,536,"FL"
"92","41","005","16","055","ID","Kootenai County",11,24,525,"ID"
"93","41","005","26","125","MI","Oakland County",11,20,884,"MI"
"94","41","005","36","061","NY","New York County",11,12,2136,"NY"
"95","41","005","37","183","NC","Wake County",11,17,642,"NC"
"96","41","005","02","170","AK","Matanuska Susitna Borough",10,17,617,"AK"
"97","41","005","06","029","CA","Kern County",10,20,279,"CA"
"98","41","005","15","009","HI","Maui County",10,18,459,"HI"
"99","41","005","29","189","MO","St Louis County",10,21,629,"MO"
"100","41","005","31","055","NE","Douglas County",10,23,585,"NE"
"101","41","005","36","047","NY","Kings County",10,10,313,"NY"
"102","41","005","51","059","VA","Fairfax County",10,22,1272,"VA"
"103","41","005","53","039","WA","Klickitat County",10,19,253,"WA"
"104","41","005","53","057","WA","Skagit County",10,18,378,"puget_sound"
"105","41","051","96","000","OR","Multnomah Count Tot Mig-US & For",25967,37737,991353,"oregon"
"106","41","051","97","000","OR","Multnomah Count Tot Mig-US",25607,37260,983515,"oregon"
"107","41","051","97","001","OR","Multnomah Count Tot Mig-Same St",10962,16421,401819,"oregon"
"108","41","051","97","003","OR","Multnomah Count Tot Mig-Diff St",14645,20839,581696,"oregon"
"109","41","051","41","067","OR","Washington County",3854,5739,161764,"pdx"
"110","41","051","41","005","OR","Clackamas County",3513,5659,128819,"pdx"
"111","41","051","53","011","WA","Clark County",1422,2316,57608,"pdx"
"112","41","051","41","039","OR","Lane County",755,965,22922,"oregon"
"113","41","051","53","033","WA","King County",704,936,30984,"puget_sound"
"114","41","051","06","037","CA","Los Angeles County",607,852,27771,"LA"
"115","41","051","41","047","OR","Marion County",518,768,15866,"oregon"
"116","41","051","06","073","CA","San Diego County",330,494,14096,"CA"
"117","41","051","04","013","AZ","Maricopa County",326,489,12481,"AZ"
"118","41","051","06","075","CA","San Francisco County",311,432,21837,"bay_area"
"119","41","051","41","003","OR","Benton County",307,388,8476,"oregon"
"120","41","051","41","017","OR","Deschutes County",300,448,9395,"oregon"
"121","41","051","41","029","OR","Jackson County",264,350,7754,"oregon"
"122","41","051","17","031","IL","Cook County",258,328,12242,"IL"
"123","41","051","41","071","OR","Yamhill County",191,288,6500,"oregon"
"124","41","051","06","001","CA","Alameda County",190,293,10119,"bay_area"
"125","41","051","41","009","OR","Columbia County",187,277,6491,"oregon"
"126","41","051","32","003","NV","Clark County",185,292,6147,"NV"
"127","41","051","06","059","CA","Orange County",163,222,7574,"LA"
"128","41","051","36","061","NY","New York County",154,201,12087,"NY"
"129","41","051","36","047","NY","Kings County",152,189,8047,"NY"
"130","41","051","06","085","CA","Santa Clara County",140,218,10913,"bay_area"
"131","41","051","53","053","WA","Pierce County",140,194,4317,"puget_sound"
"132","41","051","49","035","UT","Salt Lake County",132,177,4640,"UT"
"133","41","051","15","003","HI","Honolulu County",122,209,4639,"HI"
"134","41","051","53","063","WA","Spokane County",117,153,3930,"WA"
"135","41","051","16","001","ID","Ada County",115,167,4528,"ID"
"136","41","051","41","043","OR","Linn County",112,158,3514,"oregon"
"137","41","051","25","017","MA","Middlesex County",109,145,5478,"MA"
"138","41","051","41","053","OR","Polk County",108,154,3619,"oregon"
"139","41","051","53","061","WA","Snohomish County",107,168,3637,"puget_sound"
"140","41","051","06","067","CA","Sacramento County",106,165,3033,"CA"
"141","41","051","53","067","WA","Thurston County",104,153,3291,"puget_sound"
"142","41","051","04","019","AZ","Pima County",101,137,4377,"AZ"
"143","41","051","41","027","OR","Hood River County",100,139,3552,"oregon"
"144","41","051","08","031","CO","Denver County",99,145,4522,"CO"
"145","41","051","41","019","OR","Douglas County",96,123,2750,"oregon"
"146","41","051","48","453","TX","Travis County",96,134,3528,"TX"
"147","41","051","06","065","CA","Riverside County",94,145,3529,"LA"
"148","41","051","32","031","NV","Washoe County",93,127,1812,"NV"
"149","41","051","53","015","WA","Cowlitz County",93,141,3761,"WA"
"150","41","051","27","053","MN","Hennepin County",90,113,3606,"MN"
"151","41","051","41","007","OR","Clatsop County",90,125,2396,"oregon"
"152","41","051","41","041","OR","Lincoln County",87,131,3031,"oregon"
"153","41","051","06","013","CA","Contra Costa County",85,129,7438,"bay_area"
"154","41","051","11","001","DC","District of Columbia",83,99,4909,"DC"
"155","41","051","53","073","WA","Whatcom County",83,113,2384,"WA"
"156","41","051","06","071","CA","San Bernardino County",82,117,2734,"LA"
"157","41","051","02","020","AK","Anchorage Municipality",76,101,3163,"AK"
"158","41","051","55","025","WI","Dane County",73,86,2484,"WI"
"159","41","051","06","097","CA","Sonoma County",68,75,2213,"bay_area"
"160","41","051","06","081","CA","San Mateo County",67,110,6315,"bay_area"
"161","41","051","41","057","OR","Tillamook County",67,90,2647,"oregon"
"162","41","051","53","035","WA","Kitsap County",67,90,1926,"puget_sound"
"163","41","051","35","001","NM","Bernalillo County",66,101,3056,"NM"
"164","41","051","06","023","CA","Humboldt County",65,79,1262,"CA"
"165","41","051","25","025","MA","Suffolk County",61,81,3425,"MA"
"166","41","051","30","063","MT","Missoula County",61,75,1520,"MT"
"167","41","051","42","101","PA","Philadelphia County",60,91,3585,"PA"
"168","41","051","39","049","OH","Franklin County",59,94,2491,"OH"
"169","41","051","48","113","TX","Dallas County",59,85,3802,"TX"
"170","41","051","06","083","CA","Santa Barbara County",58,78,2340,"CA"
"171","41","051","53","005","WA","Benton County",58,77,1657,"WA"
"172","41","051","06","087","CA","Santa Cruz County",56,62,1131,"bay_area"
"173","41","051","06","111","CA","Ventura County",56,84,1834,"LA"
"174","41","051","24","031","MD","Montgomery County",56,81,2868,"MD"
"175","41","051","41","065","OR","Wasco County",55,89,1986,"oregon"
"176","41","051","48","201","TX","Harris County",55,69,1997,"TX"
"177","41","051","41","011","OR","Coos County",53,77,1719,"oregon"
"178","41","051","41","033","OR","Josephine County",53,70,1582,"oregon"
"179","41","051","06","079","CA","San Luis Obispo County",52,65,1477,"CA"
"180","41","051","41","059","OR","Umatilla County",52,77,1708,"oregon"
"181","41","051","06","019","CA","Fresno County",50,91,2001,"CA"
"182","41","051","08","013","CO","Boulder County",50,71,1819,"CO"
"183","41","051","30","031","MT","Gallatin County",50,60,1237,"MT"
"184","41","051","55","079","WI","Milwaukee County",50,66,1790,"WI"
"185","41","051","06","041","CA","Marin County",49,68,3020,"bay_area"
"186","41","051","15","009","HI","Maui County",46,78,1403,"HI"
"187","41","051","12","011","FL","Broward County",43,62,1230,"FL"
"188","41","051","26","125","MI","Oakland County",42,53,2094,"MI"
"189","41","051","53","077","WA","Yakima County",42,66,1245,"WA"
"190","41","051","51","059","VA","Fairfax County",41,55,2693,"VA"
"191","41","051","06","077","CA","San Joaquin County",40,73,1079,"CA"
"192","41","051","08","059","CO","Jefferson County",40,60,1588,"CO"
"193","41","051","08","005","CO","Arapahoe County",39,62,1063,"CO"
"194","41","051","50","007","VT","Chittenden County",39,48,1185,"VT"
"195","41","051","36","081","NY","Queens County",38,49,1204,"NY"
"196","41","051","12","057","FL","Hillsborough County",37,42,1220,"FL"
"197","41","051","15","001","HI","Hawaii County",37,57,1122,"HI"
"198","41","051","27","123","MN","Ramsey County",36,46,1063,"MN"
"199","41","051","40","143","OK","Tulsa County",36,48,1783,"OK"
"200","41","051","48","029","TX","Bexar County",36,48,1198,"TX"
"201","41","051","13","121","GA","Fulton County",35,55,2169,"GA"
"202","41","051","16","055","ID","Kootenai County",35,53,2856,"ID"
"203","41","051","18","097","IN","Marion County",35,53,1681,"IN"
"204","41","051","26","161","MI","Washtenaw County",35,46,1514,"MI"
"205","41","051","53","041","WA","Lewis County",35,48,973,"WA"
"206","41","051","08","041","CO","El Paso County",34,52,744,"CO"
"207","41","051","12","086","FL","Miami Dade County",34,48,1597,"FL"
"208","41","051","41","061","OR","Union County",34,48,980,"oregon"
"209","41","051","42","003","PA","Allegheny County",34,42,1171,"PA"
"210","41","051","41","035","OR","Klamath County",32,42,897,"oregon"
"211","41","051","12","095","FL","Orange County",31,38,903,"FL"
"212","41","051","39","035","OH","Cuyahoga County",31,40,1568,"OH"
"213","41","051","06","017","CA","El Dorado County",30,42,1037,"CA"
"214","41","051","13","089","GA","Dekalb County",30,43,1536,"GA"
"215","41","051","24","510","MD","Baltimore city",30,42,1777,"MD"
"216","41","051","41","031","OR","Jefferson County",30,60,933,"oregon"
"217","41","051","47","037","TN","Davidson County",30,47,906,"TN"
"218","41","051","53","039","WA","Klickitat County",30,42,918,"WA"
"219","41","051","04","005","AZ","Coconino County",29,39,623,"AZ"
"220","41","051","06","053","CA","Monterey County",29,39,1013,"CA"
"221","41","051","12","099","FL","Palm Beach County",29,38,1163,"FL"
"222","41","051","12","103","FL","Pinellas County",29,39,1114,"FL"
"223","41","051","20","091","KS","Johnson County",29,37,2161,"KS"
"224","41","051","29","189","MO","St Louis County",29,36,1504,"MO"
"225","41","051","37","183","NC","Wake County",29,35,1013,"NC"
"226","41","051","48","439","TX","Tarrant County",29,47,1712,"TX"
"227","41","051","06","007","CA","Butte County",28,38,890,"CA"
"228","41","051","06","029","CA","Kern County",28,47,933,"CA"
"229","41","051","06","099","CA","Stanislaus County",28,45,715,"CA"
"230","41","051","17","043","IL","Dupage County",28,34,996,"IL"
"231","41","051","26","163","MI","Wayne County",28,38,914,"MI"
"232","41","051","35","049","NM","Santa Fe County",28,32,685,"NM"
"233","41","051","53","071","WA","Walla Walla County",28,33,761,"WA"
"234","41","051","02","110","AK","Juneau City and Borough",27,50,1159,"AK"
"235","41","051","08","069","CO","Larimer County",27,34,1015,"CO"
"236","41","051","53","031","WA","Jefferson County",27,39,581,"WA"
"237","41","051","06","061","CA","Placer County",26,34,878,"CA"
"238","41","051","26","081","MI","Kent County",26,37,889,"MI"
"239","41","051","36","103","NY","Suffolk County",26,38,1114,"NY"
"240","41","051","53","059","WA","Skamania County",26,40,1074,"WA"
"241","41","051","02","090","AK","Fairbanks North Star Borough",25,36,598,"AK"
"242","41","051","04","025","AZ","Yavapai County",25,39,537,"AZ"
"243","41","051","13","051","GA","Chatham County",25,29,598,"GA"
"244","41","051","19","103","IA","Johnson County",25,40,1260,"IA"
"245","41","051","23","005","ME","Cumberland County",25,32,636,"ME"
"246","41","051","29","095","MO","Jackson County",25,28,686,"MO"
"247","41","051","37","021","NC","Buncombe County",25,30,521,"NC"
"248","41","051","41","013","OR","Crook County",25,48,744,"oregon"
"249","41","051","51","013","VA","Arlington County",25,30,1398,"VA"
"250","41","051","24","005","MD","Baltimore County",24,32,645,"MD"
"251","41","051","53","057","WA","Skagit County",24,43,857,"puget_sound"
"252","41","051","12","031","FL","Duval County",23,34,875,"FL"
"253","41","051","16","057","ID","Latah County",23,29,837,"ID"
"254","41","051","53","007","WA","Chelan County",23,30,502,"WA"
"255","41","051","06","095","CA","Solano County",22,27,1057,"bay_area"
"256","41","051","09","009","CT","New Haven County",22,30,1855,"CT"
"257","41","051","12","115","FL","Sarasota County",22,25,450,"FL"
"258","41","051","30","029","MT","Flathead County",22,25,368,"MT"
"259","41","051","36","029","NY","Erie County",22,24,464,"NY"
"260","41","051","36","055","NY","Monroe County",22,27,1005,"NY"
"261","41","051","39","061","OH","Hamilton County",22,27,916,"OH"
"262","41","051","42","091","PA","Montgomery County",22,35,1403,"PA"
"263","41","051","22","071","LA","Orleans Parish",21,29,708,"LA"
"264","41","051","48","121","TX","Denton County",21,33,1063,"TX"
"265","41","051","51","510","VA","Alexandria city",21,28,1170,"VA"
"266","41","051","53","009","WA","Clallam County",21,25,688,"WA"
"267","41","051","06","089","CA","Shasta County",20,27,499,"CA"
"268","41","051","09","003","CT","Hartford County",20,31,769,"CT"
"269","41","051","12","073","FL","Leon County",20,22,402,"FL"
"270","41","051","16","027","ID","Canyon County",20,35,516,"ID"
"271","41","051","25","021","MA","Norfolk County",20,27,1009,"MA"
"272","41","051","30","111","MT","Yellowstone County",20,27,726,"MT"
"273","41","051","31","055","NE","Douglas County",20,26,500,"NE"
"274","41","051","49","011","UT","Davis County",20,33,513,"UT"
"275","41","051","53","075","WA","Whitman County",20,24,560,"WA"
"276","41","051","04","021","AZ","Pinal County",19,35,886,"AZ"
"277","41","051","25","027","MA","Worcester County",19,26,519,"MA"
"278","41","051","26","065","MI","Ingham County",19,21,620,"MI"
"279","41","051","29","077","MO","Greene County",19,29,445,"MO"
"280","41","051","29","510","MO","St Louis city",19,24,1137,"MO"
"281","41","051","37","119","NC","Mecklenburg County",19,29,1076,"NC"
"282","41","051","13","067","GA","Cobb County",18,24,497,"GA"
"283","41","051","13","135","GA","Gwinnett County",18,38,588,"GA"
"284","41","051","17","019","IL","Champaign County",18,24,670,"IL"
"285","41","051","40","109","OK","Oklahoma County",18,27,771,"OK"
"286","41","051","42","017","PA","Bucks County",18,26,897,"PA"
"287","41","051","49","049","UT","Utah County",18,35,372,"UT"
"288","41","051","56","039","WY","Teton County",18,25,2353,"WY"
"289","41","051","02","170","AK","Matanuska Susitna Borough",17,24,514,"AK"
"290","41","051","12","001","FL","Alachua County",17,19,633,"FL"
"291","41","051","16","005","ID","Bannock County",17,27,531,"ID"
"292","41","051","18","105","IN","Monroe County",17,22,389,"IN"
"293","41","051","24","003","MD","Anne Arundel County",17,22,714,"MD"
"294","41","051","25","015","MA","Hampshire County",17,18,537,"MA"
"295","41","051","36","005","NY","Bronx County",17,26,733,"NY"
"296","41","051","39","113","OH","Montgomery County",17,20,654,"OH"
"297","41","051","53","021","WA","Franklin County",17,31,396,"WA"
"298","41","051","53","029","WA","Island County",17,26,559,"puget_sound"
"299","41","051","53","049","WA","Pacific County",17,24,377,"WA"
"300","41","051","55","133","WI","Waukesha County",17,23,607,"WI"
"301","41","051","06","055","CA","Napa County",16,23,990,"bay_area"
"302","41","051","08","035","CO","Douglas County",16,23,1201,"CO"
"303","41","051","08","067","CO","La Plata County",16,17,465,"CO"
"304","41","051","09","001","CT","Fairfield County",16,25,798,"CT"
"305","41","051","17","097","IL","Lake County",16,18,604,"IL"
"306","41","051","29","019","MO","Boone County",16,19,556,"MO"
"307","41","051","31","109","NE","Lancaster County",16,20,251,"NE"
"308","41","051","34","017","NJ","Hudson County",16,25,1347,"NJ"
"309","41","051","41","015","OR","Curry County",16,20,364,"oregon"
"310","41","051","42","029","PA","Chester County",16,19,737,"PA"
"311","41","051","48","085","TX","Collin County",16,25,782,"TX"
"312","41","051","02","122","AK","Kenai Peninsula Borough",15,20,425,"AK"
"313","41","051","06","093","CA","Siskiyou County",15,17,294,"CA"
"314","41","051","20","045","KS","Douglas County",15,20,271,"KS"
"315","41","051","25","009","MA","Essex County",15,17,543,"MA"
"316","41","051","26","077","MI","Kalamazoo County",15,16,409,"MI"
"317","41","051","36","119","NY","Westchester County",15,25,788,"NY"
"318","41","051","37","135","NC","Orange County",15,21,429,"NC"
"319","41","051","06","057","CA","Nevada County",14,18,498,"CA"
"320","41","051","08","001","CO","Adams County",14,23,368,"CO"
"321","41","051","16","013","ID","Blaine County",14,18,197,"ID"
"322","41","051","30","049","MT","Lewis and Clark County",14,18,284,"MT"
"323","41","051","33","011","NH","Hillsborough County",14,20,384,"NH"
"324","41","051","36","067","NY","Onondaga County",14,17,414,"NY"
"325","41","051","36","109","NY","Tompkins County",14,17,280,"NY"
"326","41","051","44","007","RI","Providence County",14,22,426,"RI"
"327","41","051","48","027","TX","Bell County",14,24,302,"TX"
"328","41","051","49","043","UT","Summit County",14,16,360,"UT"
"329","41","051","51","760","VA","Richmond city",14,17,425,"VA"
"330","41","051","53","047","WA","Okanogan County",14,20,432,"WA"
"331","41","051","06","113","CA","Yolo County",13,17,384,"CA"
"332","41","051","12","071","FL","Lee County",13,25,591,"FL"
"333","41","051","15","007","HI","Kauai County",13,15,496,"HI"
"334","41","051","16","019","ID","Bonneville County",13,24,350,"ID"
"335","41","051","21","111","KY","Jefferson County",13,14,207,"KY"
"336","41","051","33","009","NH","Grafton County",13,16,495,"NH"
"337","41","051","41","049","OR","Morrow County",13,16,268,"oregon"
"338","41","051","47","093","TN","Knox County",13,18,539,"TN"
"339","41","051","47","157","TN","Shelby County",13,18,297,"TN"
"340","41","051","51","107","VA","Loudoun County",13,16,684,"VA"
"341","41","051","04","015","AZ","Mohave County",12,19,359,"AZ"
"342","41","051","08","117","CO","Summit County",12,15,352,"CO"
"343","41","051","10","003","DE","New Castle County",12,15,456,"DE"
"344","41","051","16","069","ID","Nez Perce County",12,14,182,"ID"
"345","41","051","18","141","IN","St Joseph County",12,13,288,"IN"
"346","41","051","27","137","MN","St Louis County",12,16,186,"MN"
"347","41","051","36","027","NY","Dutchess County",12,15,452,"NY"
"348","41","051","36","059","NY","Nassau County",12,16,462,"NY"
"349","41","051","37","133","NC","Onslow County",12,19,366,"NC"
"350","41","051","51","540","VA","Charlottesville city",12,17,454,"VA"
"351","41","051","05","119","AR","Pulaski County",11,18,220,"AR"
"352","41","051","06","045","CA","Mendocino County",11,16,315,"CA"
"353","41","051","06","107","CA","Tulare County",11,23,216,"CA"
"354","41","051","08","077","CO","Mesa County",11,14,399,"CO"
"355","41","051","18","003","IN","Allen County",11,14,359,"IN"
"356","41","051","22","033","LA","East Baton Rouge Parish",11,12,328,"LA"
"357","41","051","37","081","NC","Guilford County",11,17,453,"NC"
"358","41","051","38","017","ND","Cass County",11,14,179,"ND"
"359","41","051","39","095","OH","Lucas County",11,13,445,"OH"
"360","41","051","41","045","OR","Malheur County",11,16,334,"oregon"
"361","41","051","41","063","OR","Wallowa County",11,19,237,"oregon"
"362","41","051","45","019","SC","Charleston County",11,15,953,"SC"
"363","41","051","48","141","TX","El Paso County",11,21,227,"TX"
"364","41","051","49","057","UT","Weber County",11,18,736,"UT"
"365","41","051","51","003","VA","Albemarle County",11,18,359,"VA"
"366","41","051","51","710","VA","Norfolk city",11,16,323,"VA"
"367","41","051","51","810","VA","Virginia Beach city",11,14,338,"VA"
"368","41","051","55","035","WI","Eau Claire County",11,19,323,"WI"
"369","41","051","02","130","AK","Ketchikan Gateway Borough",10,14,372,"AK"
"370","41","051","04","027","AZ","Yuma County",10,17,249,"AZ"
"371","41","051","06","015","CA","Del Norte County",10,10,115,"CA"
"372","41","051","08","045","CO","Garfield County",10,13,184,"CO"
"373","41","051","12","033","FL","Escambia County",10,11,211,"FL"
"374","41","051","16","083","ID","Twin Falls County",10,12,195,"ID"
"375","41","051","21","067","KY","Fayette County",10,11,604,"KY"
"376","41","051","33","005","NH","Cheshire County",10,12,309,"NH"
"377","41","051","34","013","NJ","Essex County",10,14,369,"NJ"
"378","41","051","36","001","NY","Albany County",10,12,332,"NY"
"379","41","051","36","091","NY","Saratoga County",10,10,286,"NY"
"380","41","051","41","001","OR","Baker County",10,12,129,"oregon"
"381","41","051","46","099","SD","Minnehaha County",10,10,145,"SD"
"382","41","051","53","025","WA","Grant County",10,16,323,"WA"
"383","41","067","96","000","OR","Washington Coun Tot Mig-US & For",16785,28693,726041,"oregon"
"384","41","067","97","000","OR","Washington Coun Tot Mig-US",16563,28349,718413,"oregon"
"385","41","067","97","001","OR","Washington Coun Tot Mig-Same St",8646,14063,330707,"oregon"
"386","41","067","97","003","OR","Washington Coun Tot Mig-Diff St",7917,14286,387706,"oregon"
"387","41","067","41","051","OR","Multnomah County",3801,5964,153964,"pdx"
"388","41","067","41","005","OR","Clackamas County",1753,2898,72016,"pdx"
"389","41","067","53","011","WA","Clark County",497,824,21067,"pdx"
"390","41","067","41","047","OR","Marion County",470,880,17123,"oregon"
"391","41","067","41","071","OR","Yamhill County",453,834,16229,"oregon"
"392","41","067","41","039","OR","Lane County",413,655,14368,"oregon"
"393","41","067","06","037","CA","Los Angeles County",321,624,13987,"LA"
"394","41","067","04","013","AZ","Maricopa County",319,582,16964,"AZ"
"395","41","067","53","033","WA","King County",312,496,15970,"puget_sound"
"396","41","067","41","003","OR","Benton County",243,348,8244,"oregon"
"397","41","067","41","017","OR","Deschutes County",229,383,8260,"oregon"
"398","41","067","41","009","OR","Columbia County",223,391,8522,"oregon"
"399","41","067","06","073","CA","San Diego County",201,365,10700,"CA"
"400","41","067","41","029","OR","Jackson County",182,273,5466,"oregon"
"401","41","067","06","059","CA","Orange County",176,322,8457,"LA"
"402","41","067","06","085","CA","Santa Clara County",174,348,15381,"bay_area"
"403","41","067","32","003","NV","Clark County",132,252,5343,"NV"
"404","41","067","06","001","CA","Alameda County",126,243,9904,"bay_area"
"405","41","067","41","007","OR","Clatsop County",115,193,3437,"oregon"
"406","41","067","15","003","HI","Honolulu County",103,172,3796,"HI"
"407","41","067","41","053","OR","Polk County",95,158,3308,"oregon"
"408","41","067","41","043","OR","Linn County",94,158,3137,"oregon"
"409","41","067","53","053","WA","Pierce County",92,175,4861,"puget_sound"
"410","41","067","53","063","WA","Spokane County",92,148,3860,"WA"
"411","41","067","41","019","OR","Douglas County",84,136,2420,"oregon"
"412","41","067","06","075","CA","San Francisco County",81,133,7825,"bay_area"
"413","41","067","49","035","UT","Salt Lake County",81,192,5108,"UT"
"414","41","067","06","111","CA","Ventura County",79,159,5547,"LA"
"415","41","067","16","001","ID","Ada County",76,130,2905,"ID"
"416","41","067","06","065","CA","Riverside County",75,167,2751,"LA"
"417","41","067","53","061","WA","Snohomish County",74,136,3483,"puget_sound"
"418","41","067","06","013","CA","Contra Costa County",73,151,5524,"bay_area"
"419","41","067","06","067","CA","Sacramento County",73,130,3025,"CA"
"420","41","067","41","041","OR","Lincoln County",72,107,1483,"oregon"
"421","41","067","41","057","OR","Tillamook County",65,106,2583,"oregon"
