"","y2_statefips","y2_countyfips","y1_statefips","y1_countyfips","y1_state","y1_countyname","n1","n2","agi","area"
"41","41","005","48","201","TX","Harris County",25,49,1856,"TX"
"42","41","005","06","111","CA","Ventura County",24,47,1750,"LA"
"43","41","005","17","031","IL","Cook County",22,35,1619,"IL"
"44","41","005","32","031","NV","Washoe County",21,32,938,"NV"
"45","41","005","41","011","OR","Coos County",21,36,1124,"oregon"
"46","41","005","41","059","OR","Umatilla County",21,41,903,"oregon"
"47","41","005","02","020","AK","Anchorage Municipality",20,31,721,"AK"
"48","41","005","41","013","OR","Crook County",20,32,925,"oregon"
"49","41","051","41","067","OR","Washington County",3112,4572,192447,"pdx"
"50","41","051","41","005","OR","Clackamas County",2966,4791,140977,"pdx"
"51","41","051","53","011","WA","Clark County",1353,2392,59528,"pdx"
"52","41","051","06","037","CA","Los Angeles County",608,862,39094,"LA"
"53","41","051","53","033","WA","King County",523,707,29072,"puget_sound"
"54","41","051","41","039","OR","Lane County",430,546,15870,"oregon"
"55","41","051","41","047","OR","Marion County",411,644,16911,"oregon"
"56","41","051","06","075","CA","San Francisco County",308,446,33517,"bay_area"
"57","41","051","06","073","CA","San Diego County",295,427,17883,"CA"
"58","41","051","04","013","AZ","Maricopa County",270,379,12732,"AZ"
"59","41","051","41","017","OR","Deschutes County",241,332,19727,"oregon"
"60","41","051","17","031","IL","Cook County",221,291,13858,"IL"
"61","41","051","41","003","OR","Benton County",216,266,7433,"oregon"
"62","41","051","06","001","CA","Alameda County",208,320,15383,"bay_area"
"63","41","051","48","453","TX","Travis County",189,284,10149,"TX"
"64","41","051","41","029","OR","Jackson County",188,254,7615,"oregon"
"65","41","051","36","047","NY","Kings County",177,234,12910,"NY"
"66","41","051","06","059","CA","Orange County",171,238,8738,"LA"
"67","41","051","06","085","CA","Santa Clara County",159,248,16957,"bay_area"
"68","41","051","41","009","OR","Columbia County",153,237,5345,"oregon"
"69","41","051","41","071","OR","Yamhill County",149,205,6228,"oregon"
"70","41","051","32","003","NV","Clark County",137,222,7461,"NV"
"71","41","051","53","053","WA","Pierce County",125,203,5468,"puget_sound"
"72","41","051","06","013","CA","Contra Costa County",100,151,6713,"bay_area"
"73","41","051","06","067","CA","Sacramento County",99,138,4933,"CA"
"74","41","051","36","061","NY","New York County",98,133,13036,"NY"
"75","41","051","49","035","UT","Salt Lake County",96,130,4232,"UT"
"76","41","051","27","053","MN","Hennepin County",94,134,8617,"MN"
"77","41","051","15","003","HI","Honolulu County",93,144,3772,"HI"
"78","41","051","53","061","WA","Snohomish County",90,129,3503,"puget_sound"
"79","41","051","53","067","WA","Thurston County",90,121,4392,"puget_sound"
"80","41","051","06","065","CA","Riverside County",88,134,2794,"LA"
"81","41","051","41","053","OR","Polk County",86,120,4073,"oregon"
"82","41","051","53","063","WA","Spokane County",86,117,3348,"WA"
"83","41","051","16","001","ID","Ada County",83,104,3017,"ID"
"84","41","051","02","020","AK","Anchorage Municipality",81,113,3682,"AK"
"85","41","051","08","031","CO","Denver County",81,110,4808,"CO"
"86","41","051","41","043","OR","Linn County",79,101,2638,"oregon"
"87","41","051","11","001","DC","District of Columbia",77,111,6288,"DC"
"88","41","051","06","097","CA","Sonoma County",72,97,9535,"bay_area"
"89","41","051","41","007","OR","Clatsop County",72,110,3360,"oregon"
"90","41","051","06","081","CA","San Mateo County",70,96,7041,"bay_area"
"91","41","051","41","027","OR","Hood River County",70,115,3510,"oregon"
"92","41","051","53","015","WA","Cowlitz County",70,123,2308,"WA"
"93","41","051","41","019","OR","Douglas County",69,106,3314,"oregon"
"94","41","051","04","019","AZ","Pima County",68,97,2814,"AZ"
"95","41","051","25","025","MA","Suffolk County",68,78,5374,"MA"
"96","41","051","25","017","MA","Middlesex County",66,79,2862,"MA"
"97","41","051","06","071","CA","San Bernardino County",65,100,2736,"LA"
"98","41","051","41","041","OR","Lincoln County",65,91,2248,"oregon"
"99","41","051","48","201","TX","Harris County",64,111,3343,"TX"
"100","41","051","48","113","TX","Dallas County",61,103,3608,"TX"
"101","41","051","06","111","CA","Ventura County",58,80,1854,"LA"
"102","41","051","06","083","CA","Santa Barbara County",57,76,2487,"CA"
"103","41","051","41","057","OR","Tillamook County",57,81,4410,"oregon"
"104","41","051","06","087","CA","Santa Cruz County",55,72,3152,"bay_area"
"105","41","051","41","011","OR","Coos County",53,69,2205,"oregon"
"106","41","051","08","013","CO","Boulder County",52,63,970,"CO"
"107","41","051","13","121","GA","Fulton County",50,74,4218,"GA"
"108","41","051","41","065","OR","Wasco County",50,74,2266,"oregon"
"109","41","051","41","033","OR","Josephine County",48,61,1468,"oregon"
"110","41","051","15","001","HI","Hawaii County",46,65,1795,"HI"
"111","41","051","36","081","NY","Queens County",46,64,2034,"NY"
"112","41","051","08","041","CO","El Paso County",45,64,1247,"CO"
"113","41","051","35","001","NM","Bernalillo County",45,63,2305,"NM"
"114","41","051","53","073","WA","Whatcom County",45,56,1410,"WA"
"115","41","051","06","079","CA","San Luis Obispo County",44,64,1962,"CA"
"116","41","051","39","049","OH","Franklin County",44,62,4112,"OH"
"117","41","051","53","035","WA","Kitsap County",44,64,1759,"puget_sound"
"118","41","051","41","059","OR","Umatilla County",43,64,1186,"oregon"
"119","41","051","32","031","NV","Washoe County",42,45,1319,"NV"
"120","41","051","06","041","CA","Marin County",41,45,4133,"bay_area"
"121","41","051","41","035","OR","Klamath County",40,53,1442,"oregon"
"122","41","051","06","023","CA","Humboldt County",39,51,952,"CA"
"123","41","051","12","086","FL","Miami-Dade County",38,52,1671,"FL"
"124","41","051","12","095","FL","Orange County",38,48,1339,"FL"
"125","41","051","42","101","PA","Philadelphia County",38,45,2187,"PA"
"126","41","051","08","005","CO","Arapahoe County",37,50,1328,"CO"
"127","41","051","55","079","WI","Milwaukee County",37,45,1768,"WI"
"128","41","051","15","009","HI","Maui County",36,45,1437,"HI"
"129","41","051","47","037","TN","Davidson County",36,52,2414,"TN"
"130","41","051","06","019","CA","Fresno County",35,62,1658,"CA"
"131","41","051","30","063","MT","Missoula County",34,43,1095,"MT"
"132","41","051","55","025","WI","Dane County",34,48,2050,"WI"
"133","41","051","06","061","CA","Placer County",33,39,986,"CA"
"134","41","051","29","189","MO","St. Louis County",32,42,2036,"MO"
"135","41","051","48","439","TX","Tarrant County",32,54,1624,"TX"
"136","41","051","24","031","MD","Montgomery County",31,38,4086,"MD"
"137","41","051","53","039","WA","Klickitat County",31,47,1056,"WA"
"138","41","051","06","053","CA","Monterey County",30,52,1727,"CA"
"139","41","051","53","005","WA","Benton County",30,49,933,"WA"
"140","41","051","06","029","CA","Kern County",29,47,1149,"CA"
"141","41","051","06","099","CA","Stanislaus County",29,50,1091,"CA"
"142","41","051","12","011","FL","Broward County",29,40,1363,"FL"
"143","41","051","22","071","LA","Orleans Parish",29,36,1661,"LA"
"144","41","051","36","119","NY","Westchester County",29,49,2711,"NY"
"145","41","051","42","003","PA","Allegheny County",29,35,1275,"PA"
"146","41","051","51","059","VA","Fairfax County",28,42,2722,"VA"
"147","41","051","53","077","WA","Yakima County",28,46,694,"WA"
"148","41","051","26","161","MI","Washtenaw County",27,35,1428,"MI"
"149","41","051","39","035","OH","Cuyahoga County",27,36,1032,"OH"
"150","41","051","39","061","OH","Hamilton County",27,35,1298,"OH"
"151","41","051","41","031","OR","Jefferson County",27,49,530,"oregon"
"152","41","051","09","009","CT","New Haven County",26,30,994,"CT"
"153","41","051","12","057","FL","Hillsborough County",26,39,1070,"FL"
"154","41","051","18","097","IN","Marion County",26,32,1850,"IN"
"155","41","051","25","027","MA","Worcester County",26,40,1465,"MA"
"156","41","051","04","005","AZ","Coconino County",25,33,929,"AZ"
"157","41","051","06","007","CA","Butte County",25,32,1740,"CA"
"158","41","051","06","089","CA","Shasta County",25,29,717,"CA"
"159","41","051","06","095","CA","Solano County",25,34,1709,"bay_area"
"160","41","051","31","055","NE","Douglas County",25,33,994,"NE"
"161","41","051","35","049","NM","Santa Fe County",25,30,1224,"NM"
"162","41","051","36","103","NY","Suffolk County",25,29,878,"NY"
"163","41","051","49","049","UT","Utah County",25,41,776,"UT"
"164","41","051","02","090","AK","Fairbanks North Star Borough",24,38,1204,"AK"
"165","41","051","02","122","AK","Kenai Peninsula Borough",24,28,669,"AK"
"166","41","051","06","045","CA","Mendocino County",24,39,744,"CA"
"167","41","051","08","059","CO","Jefferson County",24,37,792,"CO"
"168","41","051","29","095","MO","Jackson County",24,31,1210,"MO"
"169","41","051","48","029","TX","Bexar County",24,39,699,"TX"
"170","41","051","06","077","CA","San Joaquin County",23,34,827,"CA"
"171","41","051","36","055","NY","Monroe County",23,34,1146,"NY"
"172","41","051","02","110","AK","Juneau City and Borough",22,30,1154,"AK"
"173","41","051","06","057","CA","Nevada County",22,37,1151,"CA"
"174","41","051","12","103","FL","Pinellas County",22,26,699,"FL"
"175","41","051","16","055","ID","Kootenai County",22,27,741,"ID"
"176","41","051","26","125","MI","Oakland County",22,25,594,"MI"
"177","41","051","50","007","VT","Chittenden County",22,28,912,"VT"
"178","41","051","09","001","CT","Fairfield County",21,26,681,"CT"
"179","41","051","37","021","NC","Buncombe County",21,32,533,"NC"
"180","41","051","51","013","VA","Arlington County",21,33,1987,"VA"
"181","41","051","17","043","IL","DuPage County",20,27,947,"IL"
"182","41","051","36","029","NY","Erie County",20,26,676,"NY"
"183","41","051","40","143","OK","Tulsa County",20,29,816,"OK"
"184","41","051","53","041","WA","Lewis County",20,31,720,"WA"
"185","41","067","41","051","OR","Multnomah County",3153,4894,179901,"pdx"
"186","41","067","41","005","OR","Clackamas County",1513,2404,83532,"pdx"
"187","41","067","53","011","WA","Clark County",498,983,22999,"pdx"
"188","41","067","41","071","OR","Yamhill County",379,662,18125,"oregon"
"189","41","067","41","047","OR","Marion County",371,652,14225,"oregon"
"190","41","067","06","037","CA","Los Angeles County",304,534,17548,"LA"
"191","41","067","41","039","OR","Lane County",297,428,11177,"oregon"
"192","41","067","04","013","AZ","Maricopa County",292,664,19366,"AZ"
"193","41","067","53","033","WA","King County",264,441,16566,"puget_sound"
"194","41","067","06","073","CA","San Diego County",178,315,8227,"CA"
"195","41","067","41","009","OR","Columbia County",154,252,6292,"oregon"
"196","41","067","06","085","CA","Santa Clara County",150,313,21599,"bay_area"
"197","41","067","41","003","OR","Benton County",148,182,4710,"oregon"
"198","41","067","41","017","OR","Deschutes County",126,195,5316,"oregon"
"199","41","067","06","059","CA","Orange County",122,219,7844,"LA"
"200","41","067","32","003","NV","Clark County",122,235,6200,"NV"
"201","41","067","41","029","OR","Jackson County",110,169,4831,"oregon"
"202","41","067","15","003","HI","Honolulu County",96,152,3368,"HI"
"203","41","067","06","001","CA","Alameda County",86,167,9291,"bay_area"
"204","41","067","53","053","WA","Pierce County",86,149,4593,"puget_sound"
"205","41","067","48","453","TX","Travis County",78,151,5945,"TX"
"206","41","067","41","053","OR","Polk County",75,115,2405,"oregon"
"207","41","067","41","007","OR","Clatsop County",74,120,2835,"oregon"
"208","41","067","53","061","WA","Snohomish County",65,131,2691,"puget_sound"
"209","41","067","41","043","OR","Linn County",64,115,2916,"oregon"
"210","41","067","17","031","IL","Cook County",61,109,4218,"IL"
"211","41","067","49","035","UT","Salt Lake County",60,141,4027,"UT"
"212","41","067","53","063","WA","Spokane County",58,108,2635,"WA"
"213","41","067","06","065","CA","Riverside County",57,106,1919,"LA"
"214","41","067","06","067","CA","Sacramento County",57,102,4216,"CA"
"215","41","067","41","057","OR","Tillamook County",57,92,2474,"oregon"
"216","41","067","06","111","CA","Ventura County",55,104,3015,"LA"
"217","41","067","06","013","CA","Contra Costa County",48,84,3199,"bay_area"
"218","41","067","06","071","CA","San Bernardino County",47,97,2616,"LA"
"219","41","067","35","001","NM","Bernalillo County",46,83,3494,"NM"
"220","41","067","41","041","OR","Lincoln County",46,67,1559,"oregon"
"221","41","067","48","201","TX","Harris County",45,89,3230,"TX"
"222","41","067","16","001","ID","Ada County",44,80,2113,"ID"
"223","41","067","41","019","OR","Douglas County",42,70,1386,"oregon"
"224","41","067","41","035","OR","Klamath County",42,61,1171,"oregon"
"225","41","067","53","015","WA","Cowlitz County",41,72,1557,"WA"
"226","41","067","53","067","WA","Thurston County",39,76,3116,"puget_sound"
"227","41","067","48","085","TX","Collin County",38,64,2313,"TX"
"228","41","067","27","053","MN","Hennepin County",37,65,2098,"MN"
"229","41","067","06","081","CA","San Mateo County",36,68,6793,"bay_area"
"230","41","067","04","019","AZ","Pima County",33,62,2800,"AZ"
"231","41","067","06","075","CA","San Francisco County",33,62,3876,"bay_area"
"232","41","067","41","033","OR","Josephine County",33,66,1429,"oregon"
"233","41","067","53","005","WA","Benton County",32,63,1390,"WA"
"234","41","067","12","086","FL","Miami-Dade County",30,41,1531,"FL"
"235","41","067","41","027","OR","Hood River County",30,45,1332,"oregon"
"236","41","067","02","020","AK","Anchorage Municipality",29,53,1386,"AK"
"237","41","067","32","031","NV","Washoe County",29,40,1174,"NV"
"238","41","067","48","113","TX","Dallas County",29,57,2141,"TX"
"239","41","067","53","035","WA","Kitsap County",29,54,2183,"puget_sound"
"240","41","067","53","077","WA","Yakima County",28,43,748,"WA"
"241","41","067","06","061","CA","Placer County",27,47,2862,"CA"
"242","41","067","06","097","CA","Sonoma County",27,36,1934,"bay_area"
"243","41","067","35","043","NM","Sandoval County",27,66,2952,"NM"
"244","41","067","08","041","CO","El Paso County",26,37,1071,"CO"
"245","41","067","25","027","MA","Worcester County",26,49,2270,"MA"
"246","41","067","39","049","OH","Franklin County",26,34,1293,"OH"
"247","41","067","41","011","OR","Coos County",26,48,833,"oregon"
"248","41","067","49","049","UT","Utah County",26,57,904,"UT"
"249","41","067","06","019","CA","Fresno County",25,45,1122,"CA"
"250","41","067","08","059","CO","Jefferson County",25,43,1263,"CO"
"251","41","067","16","055","ID","Kootenai County",25,46,804,"ID"
"252","41","067","36","061","NY","New York County",25,32,1705,"NY"
"253","41","067","06","029","CA","Kern County",24,41,1200,"CA"
"254","41","067","25","017","MA","Middlesex County",24,50,2370,"MA"
"255","41","067","06","087","CA","Santa Cruz County",23,35,1188,"bay_area"
"256","41","067","06","095","CA","Solano County",23,34,896,"bay_area"
"257","41","067","12","011","FL","Broward County",23,31,953,"FL"
"258","41","067","16","027","ID","Canyon County",23,48,697,"ID"
"259","41","067","37","119","NC","Mecklenburg County",23,33,1763,"NC"
"260","41","067","41","059","OR","Umatilla County",23,41,909,"oregon"
"261","41","067","48","029","TX","Bexar County",23,45,1193,"TX"
"262","41","067","13","121","GA","Fulton County",22,39,2539,"GA"
"263","41","067","48","439","TX","Tarrant County",22,40,1225,"TX"
"264","41","067","06","099","CA","Stanislaus County",21,33,1515,"CA"
"265","41","067","12","057","FL","Hillsborough County",21,38,1241,"FL"
"266","41","067","08","005","CO","Arapahoe County",20,34,802,"CO"
"267","41","067","08","031","CO","Denver County",20,31,937,"CO"
"268","41","067","51","059","VA","Fairfax County",20,35,1694,"VA"
"269","53","011","41","051","OR","Multnomah County",1946,4009,100152,"pdx"
"270","53","011","41","067","OR","Washington County",776,1773,40086,"pdx"
"271","53","011","41","005","OR","Clackamas County",594,1278,47558,"pdx"
"272","53","011","53","015","WA","Cowlitz County",462,873,19656,"WA"
"273","53","011","53","033","WA","King County",285,490,22585,"puget_sound"
"274","53","011","06","037","CA","Los Angeles County",154,309,10523,"LA"
"275","53","011","41","047","OR","Marion County",144,335,5880,"oregon"
"276","53","011","53","053","WA","Pierce County",141,261,7160,"puget_sound"
"277","53","011","04","013","AZ","Maricopa County",140,259,8055,"AZ"
"278","53","011","53","063","WA","Spokane County",96,157,4057,"WA"
"279","53","011","41","039","OR","Lane County",92,138,4992,"oregon"
"280","53","011","53","059","WA","Skamania County",91,192,4307,"WA"
"281","53","011","06","073","CA","San Diego County",89,176,5767,"CA"
"282","53","011","15","003","HI","Honolulu County",88,175,3735,"HI"
"283","53","011","53","061","WA","Snohomish County",86,154,4071,"puget_sound"
"284","53","011","53","067","WA","Thurston County",86,151,4851,"puget_sound"
"285","53","011","32","003","NV","Clark County",84,159,4293,"NV"
"286","53","011","06","059","CA","Orange County",74,135,7490,"LA"
"287","53","011","06","065","CA","Riverside County",55,121,2468,"LA"
"288","53","011","41","009","OR","Columbia County",52,98,3274,"oregon"
"289","53","011","41","017","OR","Deschutes County",52,91,6195,"oregon"
"290","53","011","06","085","CA","Santa Clara County",49,91,3512,"bay_area"
"291","53","011","53","073","WA","Whatcom County",49,70,2206,"WA"
"292","53","011","53","039","WA","Klickitat County",47,98,3395,"WA"
"293","53","011","53","077","WA","Yakima County",46,74,1383,"WA"
"294","53","011","16","001","ID","Ada County",45,81,2589,"ID"
"295","53","011","06","071","CA","San Bernardino County",44,103,1994,"LA"
"296","53","011","48","453","TX","Travis County",44,86,2378,"TX"
"297","53","011","53","005","WA","Benton County",44,74,2218,"WA"
"298","53","011","53","035","WA","Kitsap County",44,84,2702,"puget_sound"
"299","53","011","06","067","CA","Sacramento County",43,86,2146,"CA"
"300","53","011","53","041","WA","Lewis County",43,92,8989,"WA"
"301","53","011","02","020","AK","Anchorage Municipality",42,84,3202,"AK"
"302","53","011","06","001","CA","Alameda County",42,67,3260,"bay_area"
"303","53","011","41","071","OR","Yamhill County",42,90,2413,"oregon"
"304","53","011","49","035","UT","Salt Lake County",40,83,2470,"UT"
"305","53","011","04","019","AZ","Pima County",37,63,2046,"AZ"
"306","53","011","41","043","OR","Linn County",33,70,1373,"oregon"
"307","53","011","06","013","CA","Contra Costa County",32,63,3107,"bay_area"
"308","53","011","53","049","WA","Pacific County",31,46,1058,"WA"
"309","53","011","41","029","OR","Jackson County",30,54,1981,"oregon"
"310","53","011","41","053","OR","Polk County",29,62,823,"oregon"
"311","53","011","49","049","UT","Utah County",29,65,1538,"UT"
"312","53","011","06","075","CA","San Francisco County",27,42,5861,"bay_area"
"313","53","011","41","007","OR","Clatsop County",27,52,1341,"oregon"
"314","53","011","41","019","OR","Douglas County",27,45,1425,"oregon"
"315","53","011","06","019","CA","Fresno County",24,49,989,"CA"
"316","53","011","06","111","CA","Ventura County",24,51,1733,"LA"
"317","53","011","53","075","WA","Whitman County",24,33,552,"WA"
"318","53","011","06","029","CA","Kern County",23,72,1385,"CA"
"319","53","011","15","001","HI","Hawaii County",23,39,700,"HI"
"320","53","011","41","003","OR","Benton County",23,42,1436,"oregon"
"321","53","011","53","027","WA","Grays Harbor County",23,44,792,"WA"
"322","53","011","17","031","IL","Cook County",22,37,992,"IL"
"323","53","011","06","077","CA","San Joaquin County",21,37,1460,"CA"
"324","53","011","32","031","NV","Washoe County",21,39,925,"NV"
"325","53","011","48","113","TX","Dallas County",20,34,1528,"TX"
"326","53","011","48","201","TX","Harris County",20,33,1343,"TX"
