"","y2_statefips","y2_countyfips","y1_statefips","y1_countyfips","y1_state","y1_countyname","n1","n2","agi","area"
"36",41,5,4,19,"AZ","Pima County",43,74,2109,"AZ"
"37",41,5,6,111,"CA","Ventura County",43,98,3342,"LA"
"38",41,5,53,67,"WA","Thurston County",43,75,2662,"puget_sound"
"39",41,5,16,1,"ID","Ada County",42,95,4072,"ID"
"40",41,5,41,19,"OR","Douglas County",40,70,1741,"oregon"
"41",41,5,48,201,"TX","Harris County",40,88,3928,"TX"
"42",41,5,53,15,"WA","Cowlitz County",38,69,1634,"WA"
"43",41,5,8,31,"CO","Denver County",36,62,2401,"CO"
"44",41,5,41,33,"OR","Josephine County",36,70,1925,"oregon"
"45",41,5,41,65,"OR","Wasco County",34,63,1473,"oregon"
"46",41,5,49,49,"UT","Utah County",32,78,1639,"UT"
"47",41,5,41,59,"OR","Umatilla County",31,60,1387,"oregon"
"48",41,5,6,97,"CA","Sonoma County",30,49,1708,"bay_area"
"49",41,5,41,35,"OR","Klamath County",28,50,1248,"oregon"
"50",41,5,6,41,"CA","Marin County",27,68,4454,"bay_area"
"51",41,5,2,20,"AK","Anchorage Municipality",26,45,1508,"AK"
"52",41,5,8,41,"CO","El Paso County",26,57,1630,"CO"
"53",41,5,53,35,"WA","Kitsap County",26,43,1249,"puget_sound"
"54",41,5,6,29,"CA","Kern County",24,46,1633,"CA"
"55",41,5,41,27,"OR","Hood River County",24,39,1468,"oregon"
"56",41,5,36,61,"NY","New York County",23,38,1586,"NY"
"57",41,5,41,57,"OR","Tillamook County",22,42,836,"oregon"
"58",41,5,6,77,"CA","San Joaquin County",21,43,2045,"CA"
"59",41,5,32,31,"NV","Washoe County",21,37,1590,"NV"
"60",41,5,41,11,"OR","Coos County",21,42,890,"oregon"
"61",41,5,8,5,"CO","Arapahoe County",20,46,1777,"CO"
"62",41,5,15,1,"HI","Hawaii County",20,34,615,"HI"
"63",41,5,35,1,"NM","Bernalillo County",20,34,1728,"NM"
"64",41,5,41,13,"OR","Crook County",20,34,962,"oregon"
"65",41,5,53,5,"WA","Benton County",20,37,1198,"WA"
"66",41,51,41,67,"OR","Washington County",4375,6229,302776,"pdx"
"67",41,51,41,5,"OR","Clackamas County",3956,6347,197377,"pdx"
"68",41,51,53,11,"WA","Clark County",1672,2859,86378,"WA"
"69",41,51,6,37,"CA","Los Angeles County",908,1287,63703,"LA"
"70",41,51,53,33,"WA","King County",828,1176,61185,"puget_sound"
"71",41,51,41,39,"OR","Lane County",662,851,27949,"oregon"
"72",41,51,6,75,"CA","San Francisco County",600,895,84916,"bay_area"
"73",41,51,41,47,"OR","Marion County",461,722,21536,"oregon"
"74",41,51,6,1,"CA","Alameda County",453,668,33960,"bay_area"
"75",41,51,6,73,"CA","San Diego County",442,674,24893,"CA"
"76",41,51,17,31,"IL","Cook County",412,552,28968,"IL"
"77",41,51,4,13,"AZ","Maricopa County",369,549,19411,"AZ"
"78",41,51,36,47,"NY","Kings County",346,478,27133,"NY"
"79",41,51,6,59,"CA","Orange County",314,434,11818,"LA"
"80",41,51,48,453,"TX","Travis County",274,421,17170,"TX"
"81",41,51,6,85,"CA","Santa Clara County",273,429,33950,"bay_area"
"82",41,51,41,3,"OR","Benton County",266,331,10217,"oregon"
"83",41,51,41,29,"OR","Jackson County",261,330,10361,"oregon"
"84",41,51,41,17,"OR","Deschutes County",259,349,10573,"oregon"
"85",41,51,32,3,"NV","Clark County",228,337,9839,"NV"
"86",41,51,6,81,"CA","San Mateo County",181,314,23195,"bay_area"
"87",41,51,36,61,"NY","New York County",181,246,17226,"NY"
"88",41,51,15,3,"HI","Honolulu County",176,294,9816,"HI"
"89",41,51,41,71,"OR","Yamhill County",173,254,8153,"oregon"
"90",41,51,53,53,"WA","Pierce County",165,259,7929,"puget_sound"
"91",41,51,16,1,"ID","Ada County",153,219,5624,"ID"
"92",41,51,25,17,"MA","Middlesex County",153,199,18857,"MA"
"93",41,51,27,53,"MN","Hennepin County",151,212,10727,"MN"
"94",41,51,49,35,"UT","Salt Lake County",150,211,7116,"UT"
"95",41,51,6,67,"CA","Sacramento County",149,210,7273,"CA"
"96",41,51,8,31,"CO","Denver County",148,205,9157,"CO"
"97",41,51,6,13,"CA","Contra Costa County",146,220,19874,"bay_area"
"98",41,51,41,9,"OR","Columbia County",138,239,5829,"oregon"
"99",41,51,6,111,"CA","Ventura County",130,198,7573,"LA"
"100",41,51,11,1,"DC","District of Columbia",129,166,10064,"DC"
"101",41,51,48,201,"TX","Harris County",127,207,9664,"TX"
"102",41,51,53,63,"WA","Spokane County",113,162,4547,"WA"
"103",41,51,6,65,"CA","Riverside County",110,193,4180,"LA"
"104",41,51,41,53,"OR","Polk County",109,149,4828,"oregon"
"105",41,51,6,97,"CA","Sonoma County",103,139,4405,"bay_area"
"106",41,51,41,7,"OR","Clatsop County",100,146,4359,"oregon"
"107",41,51,41,43,"OR","Linn County",100,135,3047,"oregon"
"108",41,51,48,113,"TX","Dallas County",99,164,6924,"TX"
"109",41,51,6,87,"CA","Santa Cruz County",97,123,4354,"bay_area"
"110",41,51,53,67,"WA","Thurston County",97,135,3988,"puget_sound"
"111",41,51,25,25,"MA","Suffolk County",94,114,6773,"MA"
"112",41,51,53,61,"WA","Snohomish County",94,141,4427,"puget_sound"
"113",41,51,2,20,"AK","Anchorage Municipality",90,143,4905,"AK"
"114",41,51,8,13,"CO","Boulder County",90,116,5899,"CO"
"115",41,51,41,27,"OR","Hood River County",90,157,4371,"oregon"
"116",41,51,4,19,"AZ","Pima County",88,119,4645,"AZ"
"117",41,51,42,101,"PA","Philadelphia County",86,118,5893,"PA"
"118",41,51,6,83,"CA","Santa Barbara County",84,117,4765,"CA"
"119",41,51,36,81,"NY","Queens County",81,99,4576,"NY"
"120",41,51,41,41,"OR","Lincoln County",81,115,3183,"oregon"
"121",41,51,6,71,"CA","San Bernardino County",79,123,2867,"LA"
"122",41,51,6,41,"CA","Marin County",78,128,8962,"bay_area"
"123",41,51,35,1,"NM","Bernalillo County",77,131,3420,"NM"
"124",41,51,32,31,"NV","Washoe County",75,104,3419,"NV"
"125",41,51,53,73,"WA","Whatcom County",70,87,1770,"WA"
"126",41,51,55,25,"WI","Dane County",70,96,3401,"WI"
"127",41,51,53,15,"WA","Cowlitz County",68,118,4579,"WA"
"128",41,51,24,31,"MD","Montgomery County",67,104,5602,"MD"
"129",41,51,47,37,"TN","Davidson County",66,88,3988,"TN"
"130",41,51,39,49,"OH","Franklin County",65,82,3477,"OH"
"131",41,51,41,19,"OR","Douglas County",63,99,2566,"oregon"
"132",41,51,22,71,"LA","Orleans Parish",62,78,2580,"LA"
"133",41,51,6,19,"CA","Fresno County",60,100,2770,"CA"
"134",41,51,55,79,"WI","Milwaukee County",60,82,2735,"WI"
"135",41,51,6,23,"CA","Humboldt County",58,80,1963,"CA"
"136",41,51,6,79,"CA","San Luis Obispo County",58,74,2838,"CA"
"137",41,51,12,11,"FL","Broward County",58,87,3031,"FL"
"138",41,51,13,121,"GA","Fulton County",58,91,4744,"GA"
"139",41,51,30,63,"MT","Missoula County",57,69,1682,"MT"
"140",41,51,41,57,"OR","Tillamook County",57,80,2623,"oregon"
"141",41,51,48,29,"TX","Bexar County",57,83,3133,"TX"
"142",41,51,51,59,"VA","Fairfax County",57,85,4500,"VA"
"143",41,51,41,33,"OR","Josephine County",56,73,1791,"oregon"
"144",41,51,41,11,"OR","Coos County",55,83,2212,"oregon"
"145",41,51,41,65,"OR","Wasco County",55,84,1913,"oregon"
"146",41,51,53,35,"WA","Kitsap County",55,76,3764,"puget_sound"
"147",41,51,8,41,"CO","El Paso County",54,90,2909,"CO"
"148",41,51,6,29,"CA","Kern County",53,80,3075,"CA"
"149",41,51,42,3,"PA","Allegheny County",52,81,4173,"PA"
"150",41,51,48,439,"TX","Tarrant County",52,78,2570,"TX"
"151",41,51,12,86,"FL","Miami-Dade County",51,79,2633,"FL"
"152",41,51,15,1,"HI","Hawaii County",49,66,2551,"HI"
"153",41,51,26,81,"MI","Kent County",49,62,1965,"MI"
"154",41,51,26,161,"MI","Washtenaw County",49,71,2602,"MI"
"155",41,51,37,183,"NC","Wake County",49,78,3321,"NC"
"156",41,51,6,89,"CA","Shasta County",48,69,2095,"CA"
"157",41,51,12,95,"FL","Orange County",47,64,2203,"FL"
"158",41,51,12,103,"FL","Pinellas County",47,62,2232,"FL"
"159",41,51,6,77,"CA","San Joaquin County",46,82,1605,"CA"
"160",41,51,53,5,"WA","Benton County",46,72,3043,"WA"
"161",41,51,18,97,"IN","Marion County",45,62,2869,"IN"
"162",41,51,41,59,"OR","Umatilla County",45,66,1422,"oregon"
"163",41,51,8,69,"CO","Larimer County",44,55,1629,"CO"
"164",41,51,29,95,"MO","Jackson County",44,69,2966,"MO"
"165",41,51,39,61,"OH","Hamilton County",44,56,2950,"OH"
"166",41,51,8,5,"CO","Arapahoe County",43,71,2466,"CO"
"167",41,51,27,123,"MN","Ramsey County",43,65,4185,"MN"
"168",41,51,4,25,"AZ","Yavapai County",42,57,1680,"AZ"
"169",41,51,6,7,"CA","Butte County",42,69,1475,"CA"
"170",41,51,37,21,"NC","Buncombe County",42,54,1379,"NC"
"171",41,51,37,119,"NC","Mecklenburg County",42,69,3624,"NC"
"172",41,51,12,57,"FL","Hillsborough County",41,59,2022,"FL"
"173",41,51,31,55,"NE","Douglas County",41,74,1559,"NE"
"174",41,51,53,77,"WA","Yakima County",41,57,2452,"WA"
"175",41,51,6,53,"CA","Monterey County",40,55,1884,"CA"
"176",41,51,39,35,"OH","Cuyahoga County",40,58,1554,"OH"
"177",41,51,50,7,"VT","Chittenden County",40,56,1925,"VT"
"178",41,51,8,59,"CO","Jefferson County",39,60,1916,"CO"
"179",41,51,13,89,"GA","DeKalb County",39,60,2503,"GA"
"180",41,51,35,49,"NM","Santa Fe County",37,45,1608,"NM"
"181",41,51,26,125,"MI","Oakland County",36,49,2381,"MI"
"182",41,51,12,31,"FL","Duval County",35,64,1938,"FL"
"183",41,51,4,5,"AZ","Coconino County",34,43,462,"AZ"
"184",41,51,12,99,"FL","Palm Beach County",34,49,3257,"FL"
"185",41,51,24,510,"MD","Baltimore city",34,44,2116,"MD"
"186",41,51,26,163,"MI","Wayne County",34,45,1546,"MI"
"187",41,51,41,35,"OR","Klamath County",34,57,1128,"oregon"
"188",41,51,23,5,"ME","Cumberland County",33,44,1322,"ME"
"189",41,51,9,9,"CT","New Haven County",32,51,1777,"CT"
"190",41,51,20,91,"KS","Johnson County",32,47,4121,"KS"
"191",41,51,21,111,"KY","Jefferson County",32,39,1070,"KY"
"192",41,51,34,17,"NJ","Hudson County",32,42,2961,"NJ"
"193",41,51,40,143,"OK","Tulsa County",32,47,1324,"OK"
"194",41,51,13,67,"GA","Cobb County",31,47,1965,"GA"
"195",41,51,15,9,"HI","Maui County",31,46,2234,"HI"
"196",41,51,6,55,"CA","Napa County",30,42,1256,"bay_area"
"197",41,51,6,99,"CA","Stanislaus County",30,42,1251,"CA"
"198",41,51,17,43,"IL","DuPage County",30,45,1970,"IL"
"199",41,51,29,189,"MO","St. Louis County",30,50,2482,"MO"
"200",41,51,16,27,"ID","Canyon County",29,51,838,"ID"
"201",41,51,25,21,"MA","Norfolk County",29,40,2981,"MA"
"202",41,51,36,55,"NY","Monroe County",29,41,1680,"NY"
"203",41,51,36,59,"NY","Nassau County",29,36,1266,"NY"
"204",41,51,6,95,"CA","Solano County",28,43,1036,"bay_area"
"205",41,51,40,109,"OK","Oklahoma County",28,33,1007,"OK"
"206",41,51,53,57,"WA","Skagit County",28,33,1071,"puget_sound"
"207",41,51,6,113,"CA","Yolo County",27,38,1212,"CA"
"208",41,51,25,9,"MA","Essex County",27,38,1280,"MA"
"209",41,51,25,15,"MA","Hampshire County",27,38,1304,"MA"
"210",41,51,30,31,"MT","Gallatin County",27,31,1240,"MT"
"211",41,51,36,29,"NY","Erie County",27,31,1065,"NY"
"212",41,51,36,119,"NY","Westchester County",27,34,3240,"NY"
"213",41,51,51,13,"VA","Arlington County",27,42,3320,"VA"
"214",41,51,6,61,"CA","Placer County",26,34,1450,"CA"
"215",41,51,12,71,"FL","Lee County",25,35,853,"FL"
"216",41,51,16,55,"ID","Kootenai County",25,36,740,"ID"
"217",41,51,51,760,"VA","Richmond city",25,34,1405,"VA"
"218",41,51,53,59,"WA","Skamania County",25,49,1079,"WA"
"219",41,51,41,31,"OR","Jefferson County",24,44,632,"oregon"
"220",41,51,12,73,"FL","Leon County",23,29,970,"FL"
"221",41,51,19,153,"IA","Polk County",23,32,1566,"IA"
"222",41,51,30,49,"MT","Lewis and Clark County",23,28,987,"MT"
"223",41,51,49,49,"UT","Utah County",23,34,644,"UT"
"224",41,51,8,1,"CO","Adams County",22,35,1357,"CO"
"225",41,51,29,510,"MO","St. Louis city",22,29,1677,"MO"
"226",41,51,37,135,"NC","Orange County",22,33,1373,"NC"
"227",41,51,42,91,"PA","Montgomery County",22,27,1752,"PA"
"228",41,51,44,7,"RI","Providence County",22,39,1229,"RI"
"229",41,51,47,157,"TN","Shelby County",22,32,943,"TN"
"230",41,51,48,491,"TX","Williamson County",22,30,1399,"TX"
"231",41,51,49,57,"UT","Weber County",22,40,630,"UT"
"232",41,51,2,90,"AK","Fairbanks North Star Borough",21,27,723,"AK"
"233",41,51,9,1,"CT","Fairfield County",21,28,1568,"CT"
"234",41,51,36,103,"NY","Suffolk County",21,27,984,"NY"
"235",41,51,48,141,"TX","El Paso County",21,29,615,"TX"
"236",41,51,53,39,"WA","Klickitat County",21,33,826,"WA"
"237",41,51,6,17,"CA","El Dorado County",20,25,1379,"CA"
"238",41,51,6,45,"CA","Mendocino County",20,42,893,"CA"
"239",41,51,15,7,"HI","Kauai County",20,31,508,"HI"
"240",41,51,17,97,"IL","Lake County",20,30,2169,"IL"
"241",41,51,18,105,"IN","Monroe County",20,28,981,"IN"
"242",41,51,47,93,"TN","Knox County",20,29,1817,"TN"
"243",41,51,48,85,"TX","Collin County",20,27,882,"TX"
"244",41,51,53,49,"WA","Pacific County",20,29,1241,"WA"
"245",41,51,53,71,"WA","Walla Walla County",20,21,697,"WA"
"246",41,67,41,51,"OR","Multnomah County",4831,7517,299317,"pdx"
"247",41,67,41,5,"OR","Clackamas County",2109,3397,132835,"pdx"
"248",41,67,53,11,"WA","Clark County",686,1361,38037,"WA"
"249",41,67,6,37,"CA","Los Angeles County",485,885,31825,"LA"
"250",41,67,41,47,"OR","Marion County",451,811,23235,"oregon"
"251",41,67,41,71,"OR","Yamhill County",444,806,23562,"oregon"
"252",41,67,4,13,"AZ","Maricopa County",409,812,28010,"AZ"
"253",41,67,41,39,"OR","Lane County",395,583,15291,"oregon"
"254",41,67,53,33,"WA","King County",376,671,31321,"puget_sound"
"255",41,67,6,73,"CA","San Diego County",297,517,17862,"CA"
"256",41,67,6,85,"CA","Santa Clara County",296,606,37194,"bay_area"
"257",41,67,6,59,"CA","Orange County",226,472,17330,"LA"
"258",41,67,41,3,"OR","Benton County",208,293,8249,"oregon"
"259",41,67,41,9,"OR","Columbia County",192,367,9868,"oregon"
"260",41,67,41,29,"OR","Jackson County",186,285,9559,"oregon"
"261",41,67,41,17,"OR","Deschutes County",175,302,8555,"oregon"
"262",41,67,32,3,"NV","Clark County",161,324,7855,"NV"
"263",41,67,6,1,"CA","Alameda County",150,281,11955,"bay_area"
"264",41,67,15,3,"HI","Honolulu County",147,264,6445,"HI"
"265",41,67,53,53,"WA","Pierce County",126,245,6542,"puget_sound"
"266",41,67,6,65,"CA","Riverside County",119,225,5493,"LA"
"267",41,67,6,67,"CA","Sacramento County",112,214,7659,"CA"
"268",41,67,17,31,"IL","Cook County",112,214,9194,"IL"
"269",41,67,41,53,"OR","Polk County",102,152,4257,"oregon"
"270",41,67,48,453,"TX","Travis County",96,200,6438,"TX"
"271",41,67,6,13,"CA","Contra Costa County",94,159,7212,"bay_area"
"272",41,67,53,63,"WA","Spokane County",94,169,4094,"WA"
"273",41,67,41,7,"OR","Clatsop County",87,160,4655,"oregon"
"274",41,67,48,201,"TX","Harris County",86,158,6256,"TX"
"275",41,67,49,35,"UT","Salt Lake County",85,168,4398,"UT"
"276",41,67,41,19,"OR","Douglas County",84,143,5106,"oregon"
"277",41,67,16,1,"ID","Ada County",83,148,5260,"ID"
"278",41,67,53,61,"WA","Snohomish County",83,133,4707,"puget_sound"
"279",41,67,41,43,"OR","Linn County",81,126,2973,"oregon"
"280",41,67,6,75,"CA","San Francisco County",80,130,6965,"bay_area"
"281",41,67,6,81,"CA","San Mateo County",74,149,10545,"bay_area"
"282",41,67,53,67,"WA","Thurston County",74,122,4773,"puget_sound"
"283",41,67,41,41,"OR","Lincoln County",73,115,2741,"oregon"
"284",41,67,6,71,"CA","San Bernardino County",72,137,3060,"LA"
"285",41,67,6,111,"CA","Ventura County",69,124,3205,"LA"
"286",41,67,4,19,"AZ","Pima County",67,109,3411,"AZ"
"287",41,67,48,113,"TX","Dallas County",64,122,5508,"TX"
"288",41,67,35,1,"NM","Bernalillo County",62,123,4734,"NM"
"289",41,67,41,57,"OR","Tillamook County",60,91,3281,"oregon"
"290",41,67,41,35,"OR","Klamath County",59,109,2621,"oregon"
"291",41,67,2,20,"AK","Anchorage Municipality",57,92,3663,"AK"
"292",41,67,32,31,"NV","Washoe County",57,100,3140,"NV"
"293",41,67,25,17,"MA","Middlesex County",53,117,4935,"MA"
"294",41,67,27,53,"MN","Hennepin County",53,114,5356,"MN"
"295",41,67,53,5,"WA","Benton County",49,93,2292,"WA"
"296",41,67,6,19,"CA","Fresno County",48,90,2275,"CA"
"297",41,67,49,49,"UT","Utah County",47,123,2774,"UT"
"298",41,67,53,15,"WA","Cowlitz County",47,82,1481,"WA"
"299",41,67,53,35,"WA","Kitsap County",45,87,2405,"puget_sound"
"300",41,67,6,83,"CA","Santa Barbara County",44,74,2825,"CA"
"301",41,67,6,97,"CA","Sonoma County",43,70,2005,"bay_area"
"302",41,67,53,77,"WA","Yakima County",40,82,1860,"WA"
"303",41,67,8,41,"CO","El Paso County",39,73,1869,"CO"
"304",41,67,6,53,"CA","Monterey County",37,65,2028,"CA"
"305",41,67,12,99,"FL","Palm Beach County",37,52,1414,"FL"
"306",41,67,41,59,"OR","Umatilla County",36,67,1690,"oregon"
"307",41,67,6,29,"CA","Kern County",35,80,1554,"CA"
"308",41,67,39,49,"OH","Franklin County",35,62,2489,"OH"
"309",41,67,51,59,"VA","Fairfax County",35,66,4042,"VA"
"310",41,67,6,87,"CA","Santa Cruz County",34,58,2188,"bay_area"
"311",41,67,8,59,"CO","Jefferson County",34,60,2746,"CO"
"312",41,67,41,33,"OR","Josephine County",34,49,1245,"oregon"
"313",41,67,8,5,"CO","Arapahoe County",33,65,1564,"CO"
"314",41,67,48,29,"TX","Bexar County",33,63,1630,"TX"
"315",41,67,48,439,"TX","Tarrant County",33,55,1557,"TX"
"316",41,67,53,73,"WA","Whatcom County",33,49,1362,"WA"
"317",41,67,6,61,"CA","Placer County",32,74,3287,"CA"
"318",41,67,8,31,"CO","Denver County",32,56,2589,"CO"
"319",41,67,12,57,"FL","Hillsborough County",32,45,1468,"FL"
"320",41,67,16,27,"ID","Canyon County",32,54,665,"ID"
"321",41,67,35,43,"NM","Sandoval County",32,82,3216,"NM"
"322",41,67,6,77,"CA","San Joaquin County",31,81,1849,"CA"
"323",41,67,8,13,"CO","Boulder County",31,45,1742,"CO"
"324",41,67,8,69,"CO","Larimer County",31,41,1160,"CO"
"325",41,67,6,89,"CA","Shasta County",30,41,1057,"CA"
"326",41,67,41,11,"OR","Coos County",30,45,1189,"oregon"
"327",41,67,48,491,"TX","Williamson County",30,49,2439,"TX"
"328",41,67,12,86,"FL","Miami-Dade County",29,52,1359,"FL"
"329",41,67,36,61,"NY","New York County",29,44,3137,"NY"
"330",41,67,48,85,"TX","Collin County",29,69,2524,"TX"
"331",41,67,55,25,"WI","Dane County",29,36,1778,"WI"
"332",41,67,13,121,"GA","Fulton County",28,48,2147,"GA"
"333",41,67,36,47,"NY","Kings County",28,35,1721,"NY"
"334",41,67,6,41,"CA","Marin County",27,42,3704,"bay_area"
"335",41,67,15,1,"HI","Hawaii County",27,40,1195,"HI"
"336",41,67,42,3,"PA","Allegheny County",27,44,1738,"PA"
"337",41,67,16,55,"ID","Kootenai County",26,45,1172,"ID"
"338",41,67,6,99,"CA","Stanislaus County",25,45,1403,"CA"
"339",41,67,30,29,"MT","Flathead County",25,37,1053,"MT"
"340",41,67,31,55,"NE","Douglas County",25,36,1624,"NE"
"341",41,67,37,119,"NC","Mecklenburg County",25,40,2027,"NC"
"342",41,67,41,27,"OR","Hood River County",25,40,1001,"oregon"
"343",41,67,41,65,"OR","Wasco County",25,38,719,"oregon"
"344",41,67,49,11,"UT","Davis County",25,71,1681,"UT"
"345",41,67,4,21,"AZ","Pinal County",24,60,1592,"AZ"
"346",41,67,12,95,"FL","Orange County",24,39,1303,"FL"
"347",41,67,17,19,"IL","Champaign County",24,41,1719,"IL"
"348",41,67,37,183,"NC","Wake County",24,51,2345,"NC"
"349",41,67,6,23,"CA","Humboldt County",23,30,1388,"CA"
"350",41,67,6,95,"CA","Solano County",23,45,1550,"bay_area"
"351",41,67,17,43,"IL","DuPage County",23,55,1863,"IL"
"352",41,67,26,125,"MI","Oakland County",23,48,1403,"MI"
"353",41,67,29,189,"MO","St. Louis County",23,37,1181,"MO"
"354",41,67,30,31,"MT","Gallatin County",23,30,785,"MT"
"355",41,67,2,90,"AK","Fairbanks North Star Borough",22,38,1202,"AK"
"356",41,67,6,7,"CA","Butte County",22,39,956,"CA"
"357",41,67,6,79,"CA","San Luis Obispo County",22,39,777,"CA"
"358",41,67,8,35,"CO","Douglas County",22,46,2017,"CO"
"359",41,67,20,91,"KS","Johnson County",22,50,1885,"KS"
"360",41,67,25,27,"MA","Worcester County",22,44,1878,"MA"
"361",41,67,36,81,"NY","Queens County",22,33,1019,"NY"
"362",41,67,42,101,"PA","Philadelphia County",22,33,1239,"PA"
"363",41,67,47,157,"TN","Shelby County",22,45,2389,"TN"
"364",41,67,4,25,"AZ","Yavapai County",21,23,495,"AZ"
"365",41,67,12,11,"FL","Broward County",21,36,1407,"FL"
"366",41,67,13,67,"GA","Cobb County",21,41,2870,"GA"
"367",41,67,15,9,"HI","Maui County",21,34,1070,"HI"
"368",41,67,24,31,"MD","Montgomery County",21,36,1729,"MD"
"369",41,67,30,63,"MT","Missoula County",21,32,666,"MT"
"370",41,67,4,15,"AZ","Mohave County",20,36,793,"AZ"
"371",41,67,9,1,"CT","Fairfield County",20,28,864,"CT"
