"","State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI","area"
"426","41","067","31","055","NE","Douglas County",23,34,945,"NE"
"427","41","067","37","183","NC","Wake County",23,37,1538,"NC"
"428","41","067","48","029","TX","Bexar County",23,35,830,"TX"
"429","41","067","06","061","CA","Placer County",22,41,1856,"CA"
"430","41","067","08","005","CO","Arapahoe County",22,47,1432,"CO"
"431","41","067","16","027","ID","Canyon County",21,44,677,"ID"
"432","41","067","26","125","MI","Oakland County",21,38,1469,"MI"
"433","41","067","48","439","TX","Tarrant County",21,43,1067,"TX"
"434","41","067","53","041","WA","Lewis County",21,64,495,"WA"
"435","41","067","04","021","AZ","Pinal County",19,55,968,"AZ"
"436","41","067","06","029","CA","Kern County",19,47,720,"CA"
"437","41","067","06","113","CA","Yolo County",19,38,1261,"CA"
"438","41","067","08","013","CO","Boulder County",19,30,2597,"CO"
"439","41","067","30","111","MT","Yellowstone County",19,35,538,"MT"
"440","41","067","55","025","WI","Dane County",19,26,1145,"WI"
"441","41","067","12","011","FL","Broward County",18,31,1184,"FL"
"442","41","067","26","163","MI","Wayne County",18,35,711,"MI"
"443","41","067","39","061","OH","Hamilton County",18,29,771,"OH"
"444","41","067","48","491","TX","Williamson County",18,37,1150,"TX"
"445","41","067","06","007","CA","Butte County",17,23,505,"CA"
"446","41","067","06","053","CA","Monterey County",17,24,436,"CA"
"447","41","067","17","019","IL","Champaign County",17,25,799,"IL"
"448","41","067","29","189","MO","St Louis County",17,26,937,"MO"
"449","41","067","30","029","MT","Flathead County",17,39,773,"MT"
"450","41","067","30","031","MT","Gallatin County",17,22,401,"MT"
"451","41","067","51","059","VA","Fairfax County",17,43,1517,"VA"
"452","41","067","53","009","WA","Clallam County",17,23,465,"WA"
"453","41","067","53","075","WA","Whitman County",17,29,524,"WA"
"454","41","067","08","035","CO","Douglas County",16,34,933,"CO"
"455","41","067","12","057","FL","Hillsborough County",16,28,604,"FL"
"456","41","067","41","031","OR","Jefferson County",16,28,546,"oregon"
"457","41","067","49","057","UT","Weber County",16,27,832,"UT"
"458","41","067","18","097","IN","Marion County",15,23,468,"IN"
"459","41","067","18","157","IN","Tippecanoe County",15,23,601,"IN"
"460","41","067","25","025","MA","Suffolk County",15,21,562,"MA"
"461","41","067","25","027","MA","Worcester County",15,28,1130,"MA"
"462","41","067","26","161","MI","Washtenaw County",15,23,829,"MI"
"463","41","067","34","023","NJ","Middlesex County",15,29,830,"NJ"
"464","41","067","35","043","NM","Sandoval County",15,40,1371,"NM"
"465","41","067","36","081","NY","Queens County",15,22,616,"NY"
"466","41","067","41","001","OR","Baker County",15,21,545,"oregon"
"467","41","067","53","071","WA","Walla Walla County",15,33,806,"WA"
"468","41","067","06","041","CA","Marin County",14,21,1052,"bay_area"
"469","41","067","06","095","CA","Solano County",14,36,784,"bay_area"
"470","41","067","08","059","CO","Jefferson County",14,24,764,"CO"
"471","41","067","08","069","CO","Larimer County",14,23,601,"CO"
"472","41","067","29","095","MO","Jackson County",14,29,593,"MO"
"473","41","067","36","047","NY","Kings County",14,18,846,"NY"
"474","41","067","47","157","TN","Shelby County",14,29,1090,"TN"
"475","41","067","51","810","VA","Virginia Beach city",14,18,421,"VA"
"476","41","067","04","025","AZ","Yavapai County",13,19,587,"AZ"
"477","41","067","06","077","CA","San Joaquin County",13,26,572,"CA"
"478","41","067","06","087","CA","Santa Cruz County",13,32,822,"bay_area"
"479","41","067","12","031","FL","Duval County",13,22,487,"FL"
"480","41","067","12","086","FL","Miami Dade County",13,18,864,"FL"
"481","41","067","17","043","IL","Dupage County",13,24,610,"IL"
"482","41","067","26","099","MI","Macomb County",13,25,666,"MI"
"483","41","067","41","045","OR","Malheur County",13,19,308,"oregon"
"484","41","067","49","005","UT","Cache County",13,27,490,"UT"
"485","41","067","06","093","CA","Siskiyou County",12,14,144,"CA"
"486","41","067","06","107","CA","Tulare County",12,23,397,"CA"
"487","41","067","13","135","GA","Gwinnett County",12,23,322,"GA"
"488","41","067","15","009","HI","Maui County",12,20,351,"HI"
"489","41","067","16","005","ID","Bannock County",12,15,230,"ID"
"490","41","067","19","113","IA","Linn County",12,25,787,"IA"
"491","41","067","20","173","KS","Sedgwick County",12,21,323,"KS"
"492","41","067","36","005","NY","Bronx County",12,24,550,"NY"
"493","41","067","36","103","NY","Suffolk County",12,17,455,"NY"
"494","41","067","42","027","PA","Centre County",12,20,707,"PA"
"495","41","067","48","041","TX","Brazos County",12,20,377,"TX"
"496","41","067","53","029","WA","Island County",12,18,494,"puget_sound"
"497","41","067","53","057","WA","Skagit County",12,15,579,"puget_sound"
"498","41","067","16","017","ID","Bonner County",11,22,478,"ID"
"499","41","067","16","057","ID","Latah County",11,14,156,"ID"
"500","41","067","21","111","KY","Jefferson County",11,25,307,"KY"
"501","41","067","30","049","MT","Lewis and Clark County",11,20,178,"MT"
"502","41","067","34","017","NJ","Hudson County",11,20,733,"NJ"
"503","41","067","39","035","OH","Cuyahoga County",11,27,698,"OH"
"504","41","067","41","013","OR","Crook County",11,24,477,"oregon"
"505","41","067","47","093","TN","Knox County",11,20,326,"TN"
"506","41","067","48","141","TX","El Paso County",11,22,324,"TX"
"507","41","067","53","007","WA","Chelan County",11,11,158,"WA"
"508","41","067","53","037","WA","Kittitas County",11,12,206,"WA"
"509","41","067","55","079","WI","Milwaukee County",11,19,384,"WI"
"510","41","067","06","017","CA","El Dorado County",10,15,450,"CA"
"511","41","067","06","045","CA","Mendocino County",10,17,267,"CA"
"512","41","067","06","099","CA","Stanislaus County",10,21,655,"CA"
"513","41","067","08","001","CO","Adams County",10,16,391,"CO"
"514","41","067","12","099","FL","Palm Beach County",10,15,683,"FL"
"515","41","067","24","003","MD","Anne Arundel County",10,22,520,"MD"
"516","41","067","26","081","MI","Kent County",10,26,378,"MI"
"517","41","067","42","091","PA","Montgomery County",10,21,766,"PA"
"518","41","067","47","037","TN","Davidson County",10,22,328,"TN"
"519","41","067","48","121","TX","Denton County",10,16,627,"TX"
"520","41","067","48","157","TX","Fort Bend County",10,23,514,"TX"
"521","41","067","51","121","VA","Montgomery County",10,14,341,"VA"
"522","41","067","51","510","VA","Alexandria city",10,15,617,"VA"
"523","41","067","53","049","WA","Pacific County",10,17,124,"WA"
