"","county","total_pop","job","n_county","prop_county","job_class","job_type","n_county_type","prop_county_type","n_county_class","prop_county_class","year"
"1059","Santa Clara ",967374," Metal workers and plastic workers",8188,0.00846415140369702,"blue_collar","production",152699,0.157848980849186,380478,0.393310136513903,2015
"1060","Solano ",193706," Metal workers and plastic workers",1404,0.00724809763249461,"blue_collar","production",28003,0.144564443021899,106254,0.548532311854047,2015
"1061","Sonoma ",250066," Metal workers and plastic workers",1063,0.00425087776826918,"blue_collar","production",46260,0.184991162333144,129751,0.518867019106956,2015
"1062","Alameda ",836462," Printing workers",735,0.000878701004947027,"blue_collar","production",154169,0.18431082344446,352307,0.421187095169894,2015
"1063","Contra Costa ",536149," Printing workers",813,0.00151636951668286,"blue_collar","production",80712,0.15054024161194,245291,0.457505283046317,2015
"1064","Marin ",130101," Printing workers",49,0.000376630464024104,"blue_collar","production",26991,0.207461894989278,50864,0.390957794329021,2015
"1065","San Francisco ",506320," Printing workers",382,0.000754463580344446,"blue_collar","production",88672,0.175130352346342,190772,0.376781482066677,2015
"1066","San Mateo ",400912," Printing workers",245,0.000611106676776949,"blue_collar","production",62330,0.155470527197989,174557,0.43539978848226,2015
"1067","Santa Clara ",967374," Printing workers",512,0.000529267894320087,"blue_collar","production",152699,0.157848980849186,380478,0.393310136513903,2015
"1068","Solano ",193706," Printing workers",165,0.000851806345699152,"blue_collar","production",28003,0.144564443021899,106254,0.548532311854047,2015
"1069","Sonoma ",250066," Printing workers",316,0.00126366639207249,"blue_collar","production",46260,0.184991162333144,129751,0.518867019106956,2015
"1070","Alameda ",836462," Textile, apparel, and furnishings workers",2488,0.00297443278953497,"blue_collar","production",154169,0.18431082344446,352307,0.421187095169894,2015
"1071","Contra Costa ",536149," Textile, apparel, and furnishings workers",1227,0.00228854292370218,"blue_collar","production",80712,0.15054024161194,245291,0.457505283046317,2015
"1072","Marin ",130101," Textile, apparel, and furnishings workers",405,0.00311296608019923,"blue_collar","production",26991,0.207461894989278,50864,0.390957794329021,2015
"1073","San Francisco ",506320," Textile, apparel, and furnishings workers",2775,0.00548072365302575,"blue_collar","production",88672,0.175130352346342,190772,0.376781482066677,2015
"1074","San Mateo ",400912," Textile, apparel, and furnishings workers",1532,0.00382128746458076,"blue_collar","production",62330,0.155470527197989,174557,0.43539978848226,2015
"1075","Santa Clara ",967374," Textile, apparel, and furnishings workers",2731,0.0028231066784925,"blue_collar","production",152699,0.157848980849186,380478,0.393310136513903,2015
"1076","Solano ",193706," Textile, apparel, and furnishings workers",632,0.00326267642716281,"blue_collar","production",28003,0.144564443021899,106254,0.548532311854047,2015
"1077","Sonoma ",250066," Textile, apparel, and furnishings workers",900,0.00359904985083938,"blue_collar","production",46260,0.184991162333144,129751,0.518867019106956,2015
"1078","Alameda ",836462," Woodworkers",389,0.000465054001257678,"blue_collar","production",154169,0.18431082344446,352307,0.421187095169894,2015
"1079","Contra Costa ",536149," Woodworkers",590,0.00110044036266038,"blue_collar","production",80712,0.15054024161194,245291,0.457505283046317,2015
"1080","Marin ",130101," Woodworkers",0,0,"blue_collar","production",26991,0.207461894989278,50864,0.390957794329021,2015
"1081","San Francisco ",506320," Woodworkers",134,0.000264654763785748,"blue_collar","production",88672,0.175130352346342,190772,0.376781482066677,2015
"1082","San Mateo ",400912," Woodworkers",215,0.000536277287783853,"blue_collar","production",62330,0.155470527197989,174557,0.43539978848226,2015
"1083","Santa Clara ",967374," Woodworkers",160,0.000165396216975027,"blue_collar","production",152699,0.157848980849186,380478,0.393310136513903,2015
"1084","Solano ",193706," Woodworkers",535,0.00276191754514574,"blue_collar","production",28003,0.144564443021899,106254,0.548532311854047,2015
"1085","Sonoma ",250066," Woodworkers",41,0.000163956715427127,"blue_collar","production",46260,0.184991162333144,129751,0.518867019106956,2015
"1086","Alameda ",836462," Plant and system operators",1338,0.001599594482475,"blue_collar","production",154169,0.18431082344446,352307,0.421187095169894,2015
"1087","Contra Costa ",536149," Plant and system operators",1403,0.00261680987934324,"blue_collar","production",80712,0.15054024161194,245291,0.457505283046317,2015
"1088","Marin ",130101," Plant and system operators",0,0,"blue_collar","production",26991,0.207461894989278,50864,0.390957794329021,2015
"1089","San Francisco ",506320," Plant and system operators",899,0.00177555696002528,"blue_collar","production",88672,0.175130352346342,190772,0.376781482066677,2015
"1090","San Mateo ",400912," Plant and system operators",1054,0.0026290058666241,"blue_collar","production",62330,0.155470527197989,174557,0.43539978848226,2015
"1091","Santa Clara ",967374," Plant and system operators",829,0.00085695914920186,"blue_collar","production",152699,0.157848980849186,380478,0.393310136513903,2015
"1092","Solano ",193706," Plant and system operators",705,0.00363953620435092,"blue_collar","production",28003,0.144564443021899,106254,0.548532311854047,2015
"1093","Sonoma ",250066," Plant and system operators",485,0.00193948797517455,"blue_collar","production",46260,0.184991162333144,129751,0.518867019106956,2015
"1094","Alameda ",836462," Other production occupations",12028,0.014379613180276,"blue_collar","production",154169,0.18431082344446,352307,0.421187095169894,2015
"1095","Contra Costa ",536149," Other production occupations",5113,0.00953652809200427,"blue_collar","production",80712,0.15054024161194,245291,0.457505283046317,2015
"1096","Marin ",130101," Other production occupations",1271,0.00976933305662524,"blue_collar","production",26991,0.207461894989278,50864,0.390957794329021,2015
"1097","San Francisco ",506320," Other production occupations",3771,0.00744785906146311,"blue_collar","production",88672,0.175130352346342,190772,0.376781482066677,2015
"1098","San Mateo ",400912," Other production occupations",4172,0.0104062736959732,"blue_collar","production",62330,0.155470527197989,174557,0.43539978848226,2015
"1099","Santa Clara ",967374," Other production occupations",14332,0.0148153661355381,"blue_collar","production",152699,0.157848980849186,380478,0.393310136513903,2015
"1100","Solano ",193706," Other production occupations",3874,0.0199993805044759,"blue_collar","production",28003,0.144564443021899,106254,0.548532311854047,2015
"1101","Sonoma ",250066," Other production occupations",4319,0.0172714403397503,"blue_collar","production",46260,0.184991162333144,129751,0.518867019106956,2015
"1102","Alameda ",836462," Supervisors of transportation and material moving workers",1991,0.00238026353857079,"blue_collar","transportation",44571,0.0532851462469305,352307,0.421187095169894,2015
"1103","Contra Costa ",536149," Supervisors of transportation and material moving workers",991,0.00184836677863803,"blue_collar","transportation",26479,0.0493873904455664,245291,0.457505283046317,2015
"1104","Marin ",130101," Supervisors of transportation and material moving workers",58,0.000445807488028532,"blue_collar","transportation",2300,0.0176785728011314,50864,0.390957794329021,2015
"1105","San Francisco ",506320," Supervisors of transportation and material moving workers",165,0.000325880865855585,"blue_collar","transportation",16435,0.0324597092747669,190772,0.376781482066677,2015
"1106","San Mateo ",400912," Supervisors of transportation and material moving workers",499,0.00124466217025183,"blue_collar","transportation",18292,0.0456259727820569,174557,0.43539978848226,2015
"1107","Santa Clara ",967374," Supervisors of transportation and material moving workers",571,0.000590257749329628,"blue_collar","transportation",31787,0.0328590596811574,380478,0.393310136513903,2015
"1108","Solano ",193706," Supervisors of transportation and material moving workers",611,0.00315426471043747,"blue_collar","transportation",13410,0.0692286248231856,106254,0.548532311854047,2015
"1109","Sonoma ",250066," Supervisors of transportation and material moving workers",39,0.000155958826869706,"blue_collar","transportation",14398,0.0575767997248726,129751,0.518867019106956,2015
"1110","Alameda ",836462," Air transportation workers",1328,0.00158763936676143,"blue_collar","transportation",44571,0.0532851462469305,352307,0.421187095169894,2015
"1111","Contra Costa ",536149," Air transportation workers",1720,0.00320806343012856,"blue_collar","transportation",26479,0.0493873904455664,245291,0.457505283046317,2015
"1112","Marin ",130101," Air transportation workers",0,0,"blue_collar","transportation",2300,0.0176785728011314,50864,0.390957794329021,2015
"1113","San Francisco ",506320," Air transportation workers",1124,0.00221993995891926,"blue_collar","transportation",16435,0.0324597092747669,190772,0.376781482066677,2015
"1114","San Mateo ",400912," Air transportation workers",1548,0.00386119647204374,"blue_collar","transportation",18292,0.0456259727820569,174557,0.43539978848226,2015
"1115","Santa Clara ",967374," Air transportation workers",961,0.000993411028206257,"blue_collar","transportation",31787,0.0328590596811574,380478,0.393310136513903,2015
"1116","Solano ",193706," Air transportation workers",531,0.00274126769434091,"blue_collar","transportation",13410,0.0692286248231856,106254,0.548532311854047,2015
"1117","Sonoma ",250066," Air transportation workers",411,0.00164356609854998,"blue_collar","transportation",14398,0.0575767997248726,129751,0.518867019106956,2015
"1118","Alameda ",836462," Rail and water transportation workers",1772,0.00211844650444372,"blue_collar","transportation",44571,0.0532851462469305,352307,0.421187095169894,2015
"1119","Contra Costa ",536149," Rail and water transportation workers",567,0.0010575418400482,"blue_collar","transportation",26479,0.0493873904455664,245291,0.457505283046317,2015
"1120","Marin ",130101," Rail and water transportation workers",59,0.000453493824029024,"blue_collar","transportation",2300,0.0176785728011314,50864,0.390957794329021,2015
"1121","San Francisco ",506320," Rail and water transportation workers",42,8.29514931268763e-05,"blue_collar","transportation",16435,0.0324597092747669,190772,0.376781482066677,2015
"1122","San Mateo ",400912," Rail and water transportation workers",0,0,"blue_collar","transportation",18292,0.0456259727820569,174557,0.43539978848226,2015
"1123","Santa Clara ",967374," Rail and water transportation workers",278,0.00028737592699411,"blue_collar","transportation",31787,0.0328590596811574,380478,0.393310136513903,2015
"1124","Solano ",193706," Rail and water transportation workers",171,0.000882781121906394,"blue_collar","transportation",13410,0.0692286248231856,106254,0.548532311854047,2015
"1125","Sonoma ",250066," Rail and water transportation workers",54,0.000215942991050363,"blue_collar","transportation",14398,0.0575767997248726,129751,0.518867019106956,2015
"1126","Alameda ",836462," Bus drivers",2280,0.00272576638269282,"blue_collar","transportation",44571,0.0532851462469305,352307,0.421187095169894,2015
"1127","Contra Costa ",536149," Bus drivers",1861,0.00347105002527283,"blue_collar","transportation",26479,0.0493873904455664,245291,0.457505283046317,2015
"1128","Marin ",130101," Bus drivers",0,0,"blue_collar","transportation",2300,0.0176785728011314,50864,0.390957794329021,2015
"1129","San Francisco ",506320," Bus drivers",1193,0.00235621741191341,"blue_collar","transportation",16435,0.0324597092747669,190772,0.376781482066677,2015
"1130","San Mateo ",400912," Bus drivers",560,0.00139681526120445,"blue_collar","transportation",18292,0.0456259727820569,174557,0.43539978848226,2015
"1131","Santa Clara ",967374," Bus drivers",1998,0.00206538525947565,"blue_collar","transportation",31787,0.0328590596811574,380478,0.393310136513903,2015
"1132","Solano ",193706," Bus drivers",513,0.00264834336571918,"blue_collar","transportation",13410,0.0692286248231856,106254,0.548532311854047,2015
"1133","Sonoma ",250066," Bus drivers",1266,0.00506266345684739,"blue_collar","transportation",14398,0.0575767997248726,129751,0.518867019106956,2015
"1134","Alameda ",836462," Driver/sales workers and truck drivers",14441,0.0172643826019592,"blue_collar","transportation",44571,0.0532851462469305,352307,0.421187095169894,2015
"1135","Contra Costa ",536149," Driver/sales workers and truck drivers",7858,0.0146563735081106,"blue_collar","transportation",26479,0.0493873904455664,245291,0.457505283046317,2015
"1136","Marin ",130101," Driver/sales workers and truck drivers",773,0.00594153772838026,"blue_collar","transportation",2300,0.0176785728011314,50864,0.390957794329021,2015
"1137","San Francisco ",506320," Driver/sales workers and truck drivers",4602,0.00908911360404487,"blue_collar","transportation",16435,0.0324597092747669,190772,0.376781482066677,2015
"1138","San Mateo ",400912," Driver/sales workers and truck drivers",5792,0.0144470607016004,"blue_collar","transportation",18292,0.0456259727820569,174557,0.43539978848226,2015
"1139","Santa Clara ",967374," Driver/sales workers and truck drivers",10484,0.0108375871172887,"blue_collar","transportation",31787,0.0328590596811574,380478,0.393310136513903,2015
"1140","Solano ",193706," Driver/sales workers and truck drivers",4049,0.0209028114771871,"blue_collar","transportation",13410,0.0692286248231856,106254,0.548532311854047,2015
"1141","Sonoma ",250066," Driver/sales workers and truck drivers",5374,0.0214903265537898,"blue_collar","transportation",14398,0.0575767997248726,129751,0.518867019106956,2015
"1142","Alameda ",836462," Motor vehicle operators except bus and truck drivers",3898,0.00466010410514763,"blue_collar","transportation",44571,0.0532851462469305,352307,0.421187095169894,2015
"1143","Contra Costa ",536149," Motor vehicle operators except bus and truck drivers",2670,0.00497995892932748,"blue_collar","transportation",26479,0.0493873904455664,245291,0.457505283046317,2015
"1144","Marin ",130101," Motor vehicle operators except bus and truck drivers",463,0.00355877356822776,"blue_collar","transportation",2300,0.0176785728011314,50864,0.390957794329021,2015
"1145","San Francisco ",506320," Motor vehicle operators except bus and truck drivers",2706,0.0053444462000316,"blue_collar","transportation",16435,0.0324597092747669,190772,0.376781482066677,2015
"1146","San Mateo ",400912," Motor vehicle operators except bus and truck drivers",2243,0.00559474398371713,"blue_collar","transportation",18292,0.0456259727820569,174557,0.43539978848226,2015
"1147","Santa Clara ",967374," Motor vehicle operators except bus and truck drivers",3135,0.00324073212635444,"blue_collar","transportation",31787,0.0328590596811574,380478,0.393310136513903,2015
"1148","Solano ",193706," Motor vehicle operators except bus and truck drivers",810,0.00418159478797766,"blue_collar","transportation",13410,0.0692286248231856,106254,0.548532311854047,2015
"1149","Sonoma ",250066," Motor vehicle operators except bus and truck drivers",1156,0.00462277958618925,"blue_collar","transportation",14398,0.0575767997248726,129751,0.518867019106956,2015
"1150","Alameda ",836462," Other transportation workers",1380,0.00164980596847197,"blue_collar","transportation",44571,0.0532851462469305,352307,0.421187095169894,2015
"1151","Contra Costa ",536149," Other transportation workers",733,0.00136715726411874,"blue_collar","transportation",26479,0.0493873904455664,245291,0.457505283046317,2015
"1152","Marin ",130101," Other transportation workers",239,0.00183703430411757,"blue_collar","transportation",2300,0.0176785728011314,50864,0.390957794329021,2015
"1153","San Francisco ",506320," Other transportation workers",1089,0.00215081371464686,"blue_collar","transportation",16435,0.0324597092747669,190772,0.376781482066677,2015
"1154","San Mateo ",400912," Other transportation workers",1108,0.00276369876681167,"blue_collar","transportation",18292,0.0456259727820569,174557,0.43539978848226,2015
"1155","Santa Clara ",967374," Other transportation workers",993,0.00102649027160126,"blue_collar","transportation",31787,0.0328590596811574,380478,0.393310136513903,2015
"1156","Solano ",193706," Other transportation workers",259,0.00133707783961261,"blue_collar","transportation",13410,0.0692286248231856,106254,0.548532311854047,2015
"1157","Sonoma ",250066," Other transportation workers",714,0.00285524621499924,"blue_collar","transportation",14398,0.0575767997248726,129751,0.518867019106956,2015
"1158","Alameda ",836462," Laborers and material movers, hand",15099,0.0180510292159118,"blue_collar","transportation",44571,0.0532851462469305,352307,0.421187095169894,2015
"1159","Contra Costa ",536149," Laborers and material movers, hand",8806,0.0164245387009954,"blue_collar","transportation",26479,0.0493873904455664,245291,0.457505283046317,2015
"1160","Marin ",130101," Laborers and material movers, hand",708,0.00544192588834828,"blue_collar","transportation",2300,0.0176785728011314,50864,0.390957794329021,2015
"1161","San Francisco ",506320," Laborers and material movers, hand",4658,0.00919971559488071,"blue_collar","transportation",16435,0.0324597092747669,190772,0.376781482066677,2015
"1162","San Mateo ",400912," Laborers and material movers, hand",5987,0.0149334517300555,"blue_collar","transportation",18292,0.0456259727820569,174557,0.43539978848226,2015
"1163","Santa Clara ",967374," Laborers and material movers, hand",10919,0.0112872580821895,"blue_collar","transportation",31787,0.0328590596811574,380478,0.393310136513903,2015
"1164","Solano ",193706," Laborers and material movers, hand",4374,0.0225806118550793,"blue_collar","transportation",13410,0.0692286248231856,106254,0.548532311854047,2015
"1165","Sonoma ",250066," Laborers and material movers, hand",4343,0.0173674150024394,"blue_collar","transportation",14398,0.0575767997248726,129751,0.518867019106956,2015
"1166","Alameda ",836462," Material moving workers except supervisors and laborers and material movers, hand",2382,0.00284770856297118,"blue_collar","transportation",44571,0.0532851462469305,352307,0.421187095169894,2015
"1167","Contra Costa ",536149," Material moving workers except supervisors and laborers and material movers, hand",1273,0.00237433996892655,"blue_collar","transportation",26479,0.0493873904455664,245291,0.457505283046317,2015
"1168","Marin ",130101," Material moving workers except supervisors and laborers and material movers, hand",0,0,"blue_collar","transportation",2300,0.0176785728011314,50864,0.390957794329021,2015
"1169","San Francisco ",506320," Material moving workers except supervisors and laborers and material movers, hand",856,0.00169063043134776,"blue_collar","transportation",16435,0.0324597092747669,190772,0.376781482066677,2015
"1170","San Mateo ",400912," Material moving workers except supervisors and laborers and material movers, hand",555,0.00138434369637227,"blue_collar","transportation",18292,0.0456259727820569,174557,0.43539978848226,2015
"1171","Santa Clara ",967374," Material moving workers except supervisors and laborers and material movers, hand",2448,0.00253056211971792,"blue_collar","transportation",31787,0.0328590596811574,380478,0.393310136513903,2015
"1172","Solano ",193706," Material moving workers except supervisors and laborers and material movers, hand",2092,0.010799871970925,"blue_collar","transportation",13410,0.0692286248231856,106254,0.548532311854047,2015
"1173","Sonoma ",250066," Material moving workers except supervisors and laborers and material movers, hand",1041,0.00416290099413755,"blue_collar","transportation",14398,0.0575767997248726,129751,0.518867019106956,2015
"1174","Alameda ",802511," Management occupations:",95863,0.11945381434024,"white_collar","business",168617,0.210111761707939,419270,0.522447667383999,2014
"1175","Contra Costa ",519771," Management occupations:",70825,0.136261930734881,"white_collar","business",124474,0.239478539587626,249954,0.480892546910082,2014
"1176","Marin ",134928," Management occupations:",21851,0.161945630262066,"white_collar","business",35343,0.261939701173959,73042,0.541340566820823,2014
"1177","San Francisco ",493105," Management occupations:",67616,0.137122925137648,"white_collar","business",124945,0.2533841676722,286747,0.581513065168676,2014
"1178","San Mateo ",398725," Management occupations:",52096,0.130656467490125,"white_collar","business",93780,0.235199699040692,204114,0.51191673459151,2014
"1179","Santa Clara ",949957," Management occupations:",117934,0.124146671901991,"white_collar","business",200756,0.211331670801942,519150,0.546498420454821,2014
"1180","Solano ",192886," Management occupations:",16616,0.0861441473201788,"white_collar","business",34353,0.178100017626992,76126,0.394668353327872,2014
"1181","Sonoma ",248279," Management occupations:",28905,0.116421445228956,"white_collar","business",48761,0.196395989995126,107453,0.432791335553953,2014
"1182","Alameda ",802511," Business and financial operations occupations:",48200,0.0600614820232994,"white_collar","business",168617,0.210111761707939,419270,0.522447667383999,2014
"1183","Contra Costa ",519771," Business and financial operations occupations:",35270,0.0678568061704097,"white_collar","business",124474,0.239478539587626,249954,0.480892546910082,2014
"1184","Marin ",134928," Business and financial operations occupations:",10850,0.0804132574410056,"white_collar","business",35343,0.261939701173959,73042,0.541340566820823,2014
"1185","San Francisco ",493105," Business and financial operations occupations:",43981,0.0891919570882469,"white_collar","business",124945,0.2533841676722,286747,0.581513065168676,2014
"1186","San Mateo ",398725," Business and financial operations occupations:",28494,0.0714627876355884,"white_collar","business",93780,0.235199699040692,204114,0.51191673459151,2014
"1187","Santa Clara ",949957," Business and financial operations occupations:",60084,0.0632491786470335,"white_collar","business",200756,0.211331670801942,519150,0.546498420454821,2014
"1188","Solano ",192886," Business and financial operations occupations:",9540,0.0494592660949991,"white_collar","business",34353,0.178100017626992,76126,0.394668353327872,2014
"1189","Sonoma ",248279," Business and financial operations occupations:",11322,0.045601923642354,"white_collar","business",48761,0.196395989995126,107453,0.432791335553953,2014
"1190","Alameda ",802511," Computer and mathematical occupations:",52876,0.0658881934328626,"white_collar","tech",78285,0.0975500647343152,419270,0.522447667383999,2014
"1191","Contra Costa ",519771," Computer and mathematical occupations:",18313,0.0352328236858155,"white_collar","tech",28816,0.0554397994501425,249954,0.480892546910082,2014
"1192","Marin ",134928," Computer and mathematical occupations:",4625,0.0342775406142535,"white_collar","tech",6566,0.0486629906320408,73042,0.541340566820823,2014
"1193","San Francisco ",493105," Computer and mathematical occupations:",37030,0.0750955678810801,"white_collar","tech",49789,0.100970381561736,286747,0.581513065168676,2014
"1194","San Mateo ",398725," Computer and mathematical occupations:",22426,0.0562442786381591,"white_collar","tech",32529,0.081582544360148,204114,0.51191673459151,2014
"1195","Santa Clara ",949957," Computer and mathematical occupations:",99886,0.105147917221516,"white_collar","tech",156805,0.165065366116572,519150,0.546498420454821,2014
"1196","Solano ",192886," Computer and mathematical occupations:",3975,0.020608027539583,"white_collar","tech",6902,0.0357827939819375,76126,0.394668353327872,2014
"1197","Sonoma ",248279," Computer and mathematical occupations:",4722,0.0190189262885705,"white_collar","tech",9382,0.0377881335110903,107453,0.432791335553953,2014
"1198","Alameda ",802511," Architecture and engineering occupations:",25409,0.0316618713014526,"white_collar","tech",78285,0.0975500647343152,419270,0.522447667383999,2014
"1199","Contra Costa ",519771," Architecture and engineering occupations:",10503,0.020206975764327,"white_collar","tech",28816,0.0554397994501425,249954,0.480892546910082,2014
"1200","Marin ",134928," Architecture and engineering occupations:",1941,0.0143854500177873,"white_collar","tech",6566,0.0486629906320408,73042,0.541340566820823,2014
"1201","San Francisco ",493105," Architecture and engineering occupations:",12759,0.0258748136806563,"white_collar","tech",49789,0.100970381561736,286747,0.581513065168676,2014
"1202","San Mateo ",398725," Architecture and engineering occupations:",10103,0.0253382657219888,"white_collar","tech",32529,0.081582544360148,204114,0.51191673459151,2014
"1203","Santa Clara ",949957," Architecture and engineering occupations:",56919,0.0599174488950553,"white_collar","tech",156805,0.165065366116572,519150,0.546498420454821,2014
"1204","Solano ",192886," Architecture and engineering occupations:",2927,0.0151747664423546,"white_collar","tech",6902,0.0357827939819375,76126,0.394668353327872,2014
"1205","Sonoma ",248279," Architecture and engineering occupations:",4660,0.0187692072225198,"white_collar","tech",9382,0.0377881335110903,107453,0.432791335553953,2014
"1206","Alameda ",802511," Life, physical, and social science occupations:",18147,0.0226127741551206,"white_collar","production",149795,0.186657877586725,419270,0.522447667383999,2014
"1207","Contra Costa ",519771," Life, physical, and social science occupations:",6851,0.0131808046235746,"white_collar","production",75975,0.146170140311791,249954,0.480892546910082,2014
"1208","Marin ",134928," Life, physical, and social science occupations:",2141,0.0158677220443496,"white_collar","production",23687,0.175552887465908,73042,0.541340566820823,2014
"1209","San Francisco ",493105," Life, physical, and social science occupations:",10095,0.0204723131990144,"white_collar","production",89426,0.181352855882621,286747,0.581513065168676,2014
"1210","San Mateo ",398725," Life, physical, and social science occupations:",7885,0.0197755345162706,"white_collar","production",62611,0.157028026835538,204114,0.51191673459151,2014
"1211","Santa Clara ",949957," Life, physical, and social science occupations:",14102,0.0148448824525742,"white_collar","production",153927,0.162035755302608,519150,0.546498420454821,2014
"1212","Solano ",192886," Life, physical, and social science occupations:",2245,0.0116389992016009,"white_collar","production",27791,0.144079922855987,76126,0.394668353327872,2014
"1213","Sonoma ",248279," Life, physical, and social science occupations:",2254,0.00907849636900422,"white_collar","production",46781,0.188421090788991,107453,0.432791335553953,2014
"1214","Alameda ",802511," Community and social service occupations:",13674,0.0170390187798049,"white_collar","production",149795,0.186657877586725,419270,0.522447667383999,2014
"1215","Contra Costa ",519771," Community and social service occupations:",8958,0.017234512891254,"white_collar","production",75975,0.146170140311791,249954,0.480892546910082,2014
"1216","Marin ",134928," Community and social service occupations:",2087,0.0154675085971778,"white_collar","production",23687,0.175552887465908,73042,0.541340566820823,2014
"1217","San Francisco ",493105," Community and social service occupations:",5975,0.0121170947364152,"white_collar","production",89426,0.181352855882621,286747,0.581513065168676,2014
"1218","San Mateo ",398725," Community and social service occupations:",6699,0.0168010533575773,"white_collar","production",62611,0.157028026835538,204114,0.51191673459151,2014
"1219","Santa Clara ",949957," Community and social service occupations:",10737,0.0113026168552892,"white_collar","production",153927,0.162035755302608,519150,0.546498420454821,2014
"1220","Solano ",192886," Community and social service occupations:",2998,0.0155428595128729,"white_collar","production",27791,0.144079922855987,76126,0.394668353327872,2014
"1221","Sonoma ",248279," Community and social service occupations:",4224,0.0170131183064214,"white_collar","production",46781,0.188421090788991,107453,0.432791335553953,2014
"1222","Alameda ",802511," Legal occupations:",11850,0.0147661527380933,"white_collar","production",149795,0.186657877586725,419270,0.522447667383999,2014
"1223","Contra Costa ",519771," Legal occupations:",7596,0.0146141281448946,"white_collar","production",75975,0.146170140311791,249954,0.480892546910082,2014
"1224","Marin ",134928," Legal occupations:",3699,0.02741462113127,"white_collar","production",23687,0.175552887465908,73042,0.541340566820823,2014
"1225","San Francisco ",493105," Legal occupations:",12222,0.0247857961286136,"white_collar","production",89426,0.181352855882621,286747,0.581513065168676,2014
"1226","San Mateo ",398725," Legal occupations:",7167,0.0179747946579723,"white_collar","production",62611,0.157028026835538,204114,0.51191673459151,2014
"1227","Santa Clara ",949957," Legal occupations:",10283,0.0108247004864431,"white_collar","production",153927,0.162035755302608,519150,0.546498420454821,2014
"1228","Solano ",192886," Legal occupations:",1501,0.00778179857532429,"white_collar","production",27791,0.144079922855987,76126,0.394668353327872,2014
"1229","Sonoma ",248279," Legal occupations:",2797,0.0112655520603837,"white_collar","production",46781,0.188421090788991,107453,0.432791335553953,2014
"1230","Alameda ",802511," Education, training, and library occupations:",49097,0.0611792237115753,"white_collar","production",149795,0.186657877586725,419270,0.522447667383999,2014
"1231","Contra Costa ",519771," Education, training, and library occupations:",27152,0.0522383895984963,"white_collar","production",75975,0.146170140311791,249954,0.480892546910082,2014
"1232","Marin ",134928," Education, training, and library occupations:",6321,0.046847207399502,"white_collar","production",23687,0.175552887465908,73042,0.541340566820823,2014
"1233","San Francisco ",493105," Education, training, and library occupations:",23372,0.0473976130844343,"white_collar","production",89426,0.181352855882621,286747,0.581513065168676,2014
"1234","San Mateo ",398725," Education, training, and library occupations:",18545,0.046510753025268,"white_collar","production",62611,0.157028026835538,204114,0.51191673459151,2014
"1235","Santa Clara ",949957," Education, training, and library occupations:",48671,0.0512349506346077,"white_collar","production",153927,0.162035755302608,519150,0.546498420454821,2014
"1236","Solano ",192886," Education, training, and library occupations:",7319,0.0379446927200523,"white_collar","production",27791,0.144079922855987,76126,0.394668353327872,2014
"1237","Sonoma ",248279," Education, training, and library occupations:",15307,0.0616524152264187,"white_collar","production",46781,0.188421090788991,107453,0.432791335553953,2014
"1238","Alameda ",802511," Arts, design, entertainment, sports, and media occupations:",23982,0.0298837025286881,"white_collar","production",149795,0.186657877586725,419270,0.522447667383999,2014
"1239","Contra Costa ",519771," Arts, design, entertainment, sports, and media occupations:",10747,0.0206764132666116,"white_collar","production",75975,0.146170140311791,249954,0.480892546910082,2014
"1240","Marin ",134928," Arts, design, entertainment, sports, and media occupations:",6854,0.0507974623502905,"white_collar","production",23687,0.175552887465908,73042,0.541340566820823,2014
"1241","San Francisco ",493105," Arts, design, entertainment, sports, and media occupations:",25639,0.0519950112045102,"white_collar","production",89426,0.181352855882621,286747,0.581513065168676,2014
"1242","San Mateo ",398725," Arts, design, entertainment, sports, and media occupations:",9550,0.0239513449119067,"white_collar","production",62611,0.157028026835538,204114,0.51191673459151,2014
"1243","Santa Clara ",949957," Arts, design, entertainment, sports, and media occupations:",21637,0.0227768204245034,"white_collar","production",153927,0.162035755302608,519150,0.546498420454821,2014
"1244","Solano ",192886," Arts, design, entertainment, sports, and media occupations:",2137,0.0110790829816576,"white_collar","production",27791,0.144079922855987,76126,0.394668353327872,2014
"1245","Sonoma ",248279," Arts, design, entertainment, sports, and media occupations:",6704,0.0270018809484491,"white_collar","production",46781,0.188421090788991,107453,0.432791335553953,2014
"1246","Alameda ",802511," Health diagnosing and treating practitioners and other technical occupations:",27625,0.0344232041679179,"white_collar","healthcare",55618,0.0693049690284619,419270,0.522447667383999,2014
"1247","Contra Costa ",519771," Health diagnosing and treating practitioners and other technical occupations:",17495,0.0336590536986481,"white_collar","healthcare",35360,0.0680299593474819,249954,0.480892546910082,2014
"1248","Marin ",134928," Health diagnosing and treating practitioners and other technical occupations:",6764,0.0501304399383375,"white_collar","healthcare",10031,0.0743433534922329,73042,0.541340566820823,2014
"1249","San Francisco ",493105," Health diagnosing and treating practitioners and other technical occupations:",21747,0.0441021689092587,"white_collar","healthcare",34710,0.0703906875817524,286747,0.581513065168676,2014
"1250","San Mateo ",398725," Health diagnosing and treating practitioners and other technical occupations:",16380,0.0410809455138253,"white_collar","healthcare",27959,0.0701210107216753,204114,0.51191673459151,2014
"1251","Santa Clara ",949957," Health diagnosing and treating practitioners and other technical occupations:",28358,0.0298518775060345,"white_collar","healthcare",56159,0.0591174126828899,519150,0.546498420454821,2014
