"","origin","destinations","tax_year","n","year","total","prop"
"409","bay_area","CT","1112",385,"2011",173900,0.00221391604370328
"410","puget_sound_area","NJ","1112",318,"2011",100863,0.00315279141013057
"411","bay_area","TN","1112",221,"2011",173900,0.0012708453133985
"412","puget_sound_area","OH","1112",370,"2011",100863,0.0036683422067557
"413","puget_sound_area","DC","1112",239,"2011",100863,0.00236955077679625
"414","puget_sound_area","KS","1112",246,"2011",100863,0.00243895184557271
"415","bay_area","NM","1112",321,"2011",173900,0.00184588844163312
"416","bay_area","WI","1112",178,"2011",173900,0.00102357676825762
"417","puget_sound_area","CT","1112",189,"2011",100863,0.0018738288569644
"418","puget_sound_area","WI","1112",206,"2011",100863,0.00204237430970723
"419","puget_sound_area","NM","1112",280,"2011",100863,0.00277604275105837
"420","bay_area","MO","1112",251,"2011",173900,0.00144335825186889
"421","puget_sound_area","KY","1112",179,"2011",100863,0.00177468447299803
"422","puget_sound_area","IN","1112",172,"2011",100863,0.00170528340422157
"423","bay_area","KS","1112",112,"2011",173900,0.000644048303622772
"424","bay_area","NE","1112",54,"2011",173900,0.000310523289246693
"425","bay_area","KY","1112",51,"2011",173900,0.000293271995399655
"426","bay_area","OK","1112",146,"2011",173900,0.000839562967222542
"427","puget_sound_area","AL","1112",182,"2011",100863,0.00180442778818794
"428","bay_area","IN","1112",139,"2011",173900,0.000799309948246118
"429","bay_area","ME","1112",41,"2011",173900,0.000235767682576193
"430","puget_sound_area","NE","1112",92,"2011",100863,0.000912128332490606
"431","puget_sound_area","ME","1112",34,"2011",100863,0.000337090905485659
"432","puget_sound_area","IA","1112",93,"2011",100863,0.000922042770887243
"433","puget_sound_area","AR","1112",71,"2011",100863,0.000703925126161229
"434","puget_sound_area","RI","1112",45,"2011",100863,0.000446149727848666
"435","bay_area","RI","1112",51,"2011",173900,0.000293271995399655
"436","bay_area","VT","1112",26,"2011",173900,0.000149511213341001
"437","puget_sound_area","ND","1112",128,"2011",100863,0.00126904811476954
"438","bay_area","AK","1112",103,"2011",173900,0.000592294422081656
"439","bay_area","SC","1112",29,"2011",173900,0.000166762507188039
"440","puget_sound_area","DE","1112",36,"2011",100863,0.000356919782278933
"441","bay_area","NH","1112",22,"2011",173900,0.000126509488211616
"442","bay_area","bay_area","1011",81951,"2010",154668,0.529851035766933
"443","puget_sound_area","puget_sound_area","1011",40024,"2010",88017,0.454730336185055
"444","bay_area","CA","1011",27117,"2010",154668,0.175323919621383
"445","bay_area","LA","1011",11988,"2010",154668,0.0775079525176507
"446","puget_sound_area","WA","1011",9045,"2010",88017,0.10276423872661
"447","bay_area","TX","1011",3531,"2010",154668,0.0228295445728916
"448","bay_area","puget_sound_area","1011",2598,"2010",154668,0.0167972689890604
"449","puget_sound_area","LA","1011",3688,"2010",88017,0.041900996398423
"450","bay_area","NY","1011",3640,"2010",154668,0.0235342798768976
"451","bay_area","NV","1011",2194,"2010",154668,0.014185222541185
"452","bay_area","pdx","1011",1553,"2010",154668,0.0100408617167093
"453","puget_sound_area","bay_area","1011",2604,"2010",88017,0.0295851937693855
"454","puget_sound_area","pdx","1011",2697,"2010",88017,0.0306418078325778
"455","puget_sound_area","AZ","1011",2590,"2010",88017,0.0294261335878296
"456","puget_sound_area","TX","1011",2821,"2010",88017,0.0320506265835009
"457","bay_area","AZ","1011",1858,"2010",154668,0.0120128274756252
"458","puget_sound_area","CA","1011",3032,"2010",88017,0.0344478907483782
"459","bay_area","OR","1011",996,"2010",154668,0.00643959965862363
"460","bay_area","CO","1011",1391,"2010",154668,0.0089934569529573
"461","puget_sound_area","OR","1011",1476,"2010",88017,0.016769487712601
"462","bay_area","IL","1011",1304,"2010",154668,0.00843096180205343
"463","bay_area","MA","1011",1409,"2010",154668,0.00910983526004086
"464","bay_area","FL","1011",1800,"2010",154668,0.011637830708356
"465","puget_sound_area","HI","1011",1291,"2010",88017,0.014667621027756
"466","puget_sound_area","FL","1011",1760,"2010",88017,0.0199961371098765
"467","puget_sound_area","CO","1011",1188,"2010",88017,0.0134973925491666
"468","puget_sound_area","NY","1011",1261,"2010",88017,0.0143267777815649
"469","puget_sound_area","NV","1011",1001,"2010",88017,0.0113728029812423
"470","bay_area","HI","1011",1070,"2010",154668,0.00691804380996716
"471","puget_sound_area","ID","1011",858,"2010",88017,0.00974811684106479
"472","puget_sound_area","UT","1011",656,"2010",88017,0.00745310565004488
"473","bay_area","NC","1011",769,"2010",154668,0.00497193989706985
"474","puget_sound_area","NC","1011",675,"2010",88017,0.00766897303929923
"475","bay_area","GA","1011",569,"2010",154668,0.00367884759614141
"476","bay_area","UT","1011",472,"2010",154668,0.00305169783019112
"477","puget_sound_area","IL","1011",810,"2010",88017,0.00920276764715907
"478","puget_sound_area","GA","1011",777,"2010",88017,0.00882784007634889
"479","puget_sound_area","VA","1011",834,"2010",88017,0.00947544224411193
"480","bay_area","ID","1011",276,"2010",154668,0.00178446737528125
"481","bay_area","PA","1011",645,"2010",154668,0.00417022267049422
"482","bay_area","DC","1011",585,"2010",154668,0.00378229498021569
"483","puget_sound_area","AK","1011",694,"2010",88017,0.00788484042855358
"484","puget_sound_area","MA","1011",527,"2010",88017,0.00598747969142325
"485","bay_area","VA","1011",781,"2010",154668,0.00504952543512556
"486","bay_area","MD","1011",626,"2010",154668,0.00404737890190602
"487","puget_sound_area","MT","1011",462,"2010",88017,0.00524898599134258
"488","bay_area","MI","1011",474,"2010",154668,0.0030646287532004
"489","puget_sound_area","MD","1011",463,"2010",88017,0.00526034743288228
"490","bay_area","NJ","1011",761,"2010",154668,0.00492021620503272
"491","bay_area","MN","1011",366,"2010",154668,0.00236635891069905
"492","bay_area","OH","1011",323,"2010",154668,0.00208834406599943
"493","puget_sound_area","MN","1011",350,"2010",88017,0.0039765045388959
"494","puget_sound_area","TN","1011",329,"2010",88017,0.00373791426656214
"495","bay_area","WA","1011",192,"2010",154668,0.0012413686088913
"496","puget_sound_area","MI","1011",284,"2010",88017,0.00322664939727553
"497","puget_sound_area","OK","1011",284,"2010",88017,0.00322664939727553
"498","puget_sound_area","PA","1011",342,"2010",88017,0.00388561300657827
"499","puget_sound_area","MO","1011",348,"2010",88017,0.00395378165581649
"500","puget_sound_area","SC","1011",464,"2010",88017,0.00527170887442199
"501","bay_area","CT","1011",333,"2010",154668,0.00215299868104585
"502","puget_sound_area","NJ","1011",251,"2010",88017,0.00285172182646534
"503","bay_area","TN","1011",185,"2010",154668,0.00119611037835881
"504","puget_sound_area","OH","1011",223,"2010",88017,0.00253360146335367
"505","puget_sound_area","DC","1011",284,"2010",88017,0.00322664939727553
"506","puget_sound_area","KS","1011",200,"2010",88017,0.00227228830794051
"507","bay_area","NM","1011",308,"2010",154668,0.0019913621434298
"508","bay_area","WI","1011",178,"2010",154668,0.00115085214782631
"509","puget_sound_area","CT","1011",244,"2010",88017,0.00277219173568742
"510","puget_sound_area","WI","1011",172,"2010",88017,0.00195416794482884
"511","puget_sound_area","NM","1011",203,"2010",88017,0.00230637263255962
"512","bay_area","MO","1011",157,"2010",154668,0.00101507745622883
"513","puget_sound_area","KY","1011",156,"2010",88017,0.0017723848801936
"514","puget_sound_area","IN","1011",136,"2010",88017,0.00154515604939955
"515","bay_area","KS","1011",74,"2010",154668,0.000478444151343523
"516","bay_area","NE","1011",51,"2010",154668,0.000329738536736752
"517","bay_area","KY","1011",102,"2010",154668,0.000659477073473505
"518","bay_area","OK","1011",136,"2010",154668,0.000879302764631339
"519","puget_sound_area","AL","1011",112,"2010",88017,0.00127248145244669
"520","bay_area","IN","1011",61,"2010",154668,0.000394393151783174
"521","bay_area","ME","1011",51,"2010",154668,0.000329738536736752
"522","puget_sound_area","NE","1011",104,"2010",88017,0.00118158992012907
"523","puget_sound_area","ME","1011",25,"2010",88017,0.000284036038492564
"524","puget_sound_area","IA","1011",87,"2010",88017,0.000988445413954122
"525","puget_sound_area","AR","1011",56,"2010",88017,0.000636240726223343
"526","puget_sound_area","RI","1011",39,"2010",88017,0.0004430962200484
"527","bay_area","RI","1011",60,"2010",154668,0.000387927690278532
"528","bay_area","VT","1011",22,"2010",154668,0.000142240153102128
"529","puget_sound_area","ND","1011",38,"2010",88017,0.000431734778508697
"530","bay_area","AK","1011",148,"2010",154668,0.000956888302687046
"531","puget_sound_area","DE","1011",13,"2010",88017,0.000147698740016133
"532","bay_area","NH","1011",34,"2010",154668,0.000219825691157835
"533","bay_area","bay_area","0910",85540,"2009",157795,0.542095757153269
"534","puget_sound_area","puget_sound_area","0910",42285,"2009",88697,0.476735402550255
"535","bay_area","CA","0910",28338,"2009",157795,0.179587439399221
"536","bay_area","LA","0910",11585,"2009",157795,0.0734180423967806
"537","puget_sound_area","WA","0910",9397,"2009",88697,0.105944958679549
"538","bay_area","TX","0910",3358,"2009",157795,0.0212807756899775
"539","bay_area","puget_sound_area","0910",2442,"2009",157795,0.0154757755315441
"540","puget_sound_area","LA","0910",3603,"2009",88697,0.0406214415369178
"541","bay_area","NY","0910",3312,"2009",157795,0.0209892582147723
"542","bay_area","NV","0910",2135,"2009",157795,0.0135302132513704
"543","bay_area","pdx","0910",1399,"2009",157795,0.00886593364808771
"544","puget_sound_area","bay_area","0910",2369,"2009",88697,0.0267089078548316
"545","puget_sound_area","pdx","0910",2434,"2009",88697,0.027441739855914
"546","puget_sound_area","AZ","0910",2411,"2009",88697,0.0271824300709156
"547","puget_sound_area","TX","0910",2792,"2009",88697,0.0314779530311059
"548","bay_area","AZ","0910",2067,"2009",157795,0.0130992743749802
"549","puget_sound_area","CA","0910",3255,"2009",88697,0.0366979717465078
"550","bay_area","OR","0910",1034,"2009",157795,0.00655280585569885
"551","bay_area","CO","0910",1362,"2009",157795,0.00863145220064007
"552","puget_sound_area","OR","0910",1401,"2009",88697,0.0157953482079439
"553","bay_area","IL","0910",1331,"2009",157795,0.00843499477169746
"554","bay_area","MA","0910",1414,"2009",157795,0.00896099369435027
"555","bay_area","FL","0910",1148,"2009",157795,0.00727526220729427
"556","puget_sound_area","HI","0910",1107,"2009",88697,0.0124806926953561
"557","puget_sound_area","FL","0910",1289,"2009",88697,0.0145326222983866
"558","puget_sound_area","CO","0910",1165,"2009",88697,0.0131346043270911
"559","puget_sound_area","NY","0910",1151,"2009",88697,0.0129767635883965
"560","puget_sound_area","NV","0910",909,"2009",88697,0.0102483736766745
"561","bay_area","HI","0910",1059,"2009",157795,0.00671123926613644
"562","puget_sound_area","ID","0910",820,"2009",88697,0.00924495755211563
"563","puget_sound_area","UT","0910",650,"2009",88697,0.00732832001082336
"564","bay_area","NC","0910",665,"2009",157795,0.00421432871763998
"565","puget_sound_area","NC","0910",662,"2009",88697,0.00746361207256164
"566","bay_area","GA","0910",516,"2009",157795,0.00327006559143192
"567","bay_area","UT","0910",539,"2009",157795,0.00341582432903451
"568","puget_sound_area","IL","0910",792,"2009",88697,0.00892927607472632
"569","puget_sound_area","GA","0910",598,"2009",88697,0.0067420544099575
"570","puget_sound_area","VA","0910",847,"2009",88697,0.00954936469102675
"571","bay_area","ID","0910",269,"2009",157795,0.0017047434963085
"572","bay_area","PA","0910",663,"2009",157795,0.00420165404480497
"573","bay_area","DC","0910",662,"2009",157795,0.00419531670838747
"574","puget_sound_area","AK","0910",798,"2009",88697,0.00899692210559545
"575","puget_sound_area","MA","0910",536,"2009",88697,0.00604304542430973
"576","bay_area","VA","0910",722,"2009",157795,0.00457555689343769
"577","bay_area","MD","0910",607,"2009",157795,0.00384676320542476
"578","puget_sound_area","MT","0910",543,"2009",88697,0.00612196579365706
"579","bay_area","MI","0910",385,"2009",157795,0.00243987452073893
"580","puget_sound_area","MD","0910",462,"2009",88697,0.00520874437692368
"581","bay_area","NJ","0910",822,"2009",157795,0.00520929053518806
"582","bay_area","MN","0910",321,"2009",157795,0.00203428499001869
"583","bay_area","OH","0910",367,"2009",157795,0.00232580246522387
"584","puget_sound_area","MN","0910",337,"2009",88697,0.00379945206714996
"585","puget_sound_area","TN","0910",306,"2009",88697,0.00344994757432608
"586","bay_area","WA","0910",326,"2009",157795,0.00206597167210621
"587","puget_sound_area","MI","0910",221,"2009",88697,0.00249162880367994
"588","puget_sound_area","OK","0910",272,"2009",88697,0.00306662006606762
"589","puget_sound_area","PA","0910",361,"2009",88697,0.00407003619062652
"590","puget_sound_area","MO","0910",286,"2009",88697,0.00322446080476228
"591","puget_sound_area","SC","0910",296,"2009",88697,0.00333720418954418
"592","bay_area","CT","0910",366,"2009",157795,0.00231946512880636
"593","puget_sound_area","NJ","0910",238,"2009",88697,0.00268329255780917
"594","bay_area","TN","0910",176,"2009",157795,0.00111537120948066
"595","puget_sound_area","OH","0910",284,"2009",88697,0.0032019121278059
"596","puget_sound_area","DC","0910",279,"2009",88697,0.00314554043541495
"597","puget_sound_area","KS","0910",284,"2009",88697,0.0032019121278059
"598","bay_area","NM","0910",272,"2009",157795,0.00172375550556101
"599","bay_area","WI","0910",186,"2009",157795,0.00117874457365569
"600","puget_sound_area","CT","0910",199,"2009",88697,0.00224359335715977
"601","puget_sound_area","WI","0910",188,"2009",88697,0.00211957563389968
"602","puget_sound_area","NM","0910",240,"2009",88697,0.00270584123476555
"603","bay_area","MO","0910",189,"2009",157795,0.0011977565829082
"604","puget_sound_area","KY","0910",147,"2009",88697,0.0016573277562939
"605","puget_sound_area","IN","0910",135,"2009",88697,0.00152203569455562
"606","bay_area","KS","0910",79,"2009",157795,0.000500649576982794
"607","bay_area","NE","0910",69,"2009",157795,0.000437276212807757
"608","bay_area","KY","0910",48,"2009",157795,0.000304192148040179
"609","bay_area","OK","0910",116,"2009",157795,0.000735131024430432
"610","puget_sound_area","AL","0910",172,"2009",88697,0.00193918621824864
"611","bay_area","IN","0910",144,"2009",157795,0.000912576444120536
"612","bay_area","ME","0910",51,"2009",157795,0.00032320415729269
"613","puget_sound_area","NE","0910",97,"2009",88697,0.00109361083238441
"614","puget_sound_area","ME","0910",31,"2009",88697,0.000349504492823884
"615","puget_sound_area","IA","0910",127,"2009",88697,0.0014318409867301
"616","puget_sound_area","AR","0910",52,"2009",88697,0.000586265600865869
"617","puget_sound_area","RI","0910",41,"2009",88697,0.000462247877605781
"618","bay_area","RI","0910",70,"2009",157795,0.000443613549225261
"619","bay_area","VT","0910",30,"2009",157795,0.000190120092525112
"620","puget_sound_area","ND","0910",11,"2009",88697,0.000124017723260088
"621","bay_area","AK","0910",105,"2009",157795,0.000665420323837891
"622","bay_area","SC","0910",37,"2009",157795,0.000234481447447638
"623","puget_sound_area","DE","0910",26,"2009",88697,0.000293132800432935
"624","bay_area","NH","0910",41,"2009",157795,0.000259830793117653
"625","bay_area","bay_area","0809",81647,"2008",155737,0.524262057186154
"626","puget_sound_area","puget_sound_area","0809",43025,"2008",91774,0.468814696972999
"627","bay_area","CA","0809",28859,"2008",155737,0.185305996648195
"628","bay_area","LA","0809",11461,"2008",155737,0.0735920173112363
"629","puget_sound_area","WA","0809",10269,"2008",91774,0.11189443633273
"630","bay_area","TX","0809",3755,"2008",155737,0.0241111617663112
"631","bay_area","puget_sound_area","0809",2643,"2008",155737,0.0169709189210014
"632","puget_sound_area","LA","0809",3645,"2008",91774,0.0397171312136335
"633","bay_area","NY","0809",3239,"2008",155737,0.0207978836114732
"634","bay_area","NV","0809",2357,"2008",155737,0.0151344895561106
"635","bay_area","pdx","0809",1841,"2008",155737,0.0118212114012727
"636","puget_sound_area","bay_area","0809",2412,"2008",91774,0.0262819534944538
"637","puget_sound_area","pdx","0809",2602,"2008",91774,0.0283522566304182
"638","puget_sound_area","AZ","0809",2618,"2008",91774,0.028526597947131
"639","puget_sound_area","TX","0809",2874,"2008",91774,0.0313160590145357
"640","bay_area","AZ","0809",2169,"2008",155737,0.0139273261973712
"641","puget_sound_area","CA","0809",3101,"2008",91774,0.0337895264453985
"642","bay_area","OR","0809",1154,"2008",155737,0.00740992827651746
"643","bay_area","CO","0809",1428,"2008",155737,0.0091693046610632
"644","puget_sound_area","OR","0809",1677,"2008",91774,0.0182731492579598
"645","bay_area","IL","0809",1415,"2008",155737,0.00908583059902271
"646","bay_area","MA","0809",1440,"2008",155737,0.00924635764140827
"647","bay_area","FL","0809",951,"2008",155737,0.00610644869234671
"648","puget_sound_area","HI","0809",1108,"2008",91774,0.012073136182361
"649","puget_sound_area","FL","0809",1232,"2008",91774,0.0134242813868852
"650","puget_sound_area","CO","0809",1280,"2008",91774,0.0139473053370236
"651","puget_sound_area","NY","0809",1185,"2008",91774,0.0129121537690413
"652","puget_sound_area","NV","0809",1020,"2008",91774,0.0111142589404406
"653","bay_area","HI","0809",1053,"2008",155737,0.0067613990252798
"654","puget_sound_area","ID","0809",999,"2008",91774,0.0108854359622551
"655","puget_sound_area","UT","0809",766,"2008",91774,0.00834659053762504
"656","bay_area","NC","0809",600,"2008",155737,0.00385264901725345
"657","puget_sound_area","NC","0809",704,"2008",91774,0.00767101793536296
"658","bay_area","GA","0809",643,"2008",155737,0.00412875553015661
"659","bay_area","UT","0809",677,"2008",155737,0.00434707230780097
"660","puget_sound_area","IL","0809",812,"2008",91774,0.00884782182317432
"661","puget_sound_area","GA","0809",758,"2008",91774,0.00825941987926864
"662","puget_sound_area","VA","0809",950,"2008",91774,0.0103515156798222
"663","bay_area","ID","0809",262,"2008",155737,0.00168232340420067
"664","bay_area","PA","0809",502,"2008",155737,0.00322338301110205
"665","bay_area","DC","0809",555,"2008",155737,0.00356370034095944
"666","puget_sound_area","AK","0809",688,"2008",91774,0.00749667661865016
"667","puget_sound_area","MA","0809",495,"2008",91774,0.00539368448580208
"668","bay_area","VA","0809",667,"2008",155737,0.00428286149084675
"669","bay_area","MD","0809",521,"2008",155737,0.00334538356331508
"670","puget_sound_area","MT","0809",527,"2008",91774,0.00574236711922767
"671","bay_area","MI","0809",307,"2008",155737,0.00197127208049468
"672","puget_sound_area","MD","0809",445,"2008",91774,0.0048488678710746
"673","bay_area","NJ","0809",681,"2008",155737,0.00437275663458266
"674","bay_area","MN","0809",295,"2008",155737,0.00189421910014961
"675","bay_area","OH","0809",337,"2008",155737,0.00216390453135735
"676","puget_sound_area","MN","0809",316,"2008",91774,0.00344324100507769
"677","puget_sound_area","TN","0809",248,"2008",91774,0.00270229040904831
"678","bay_area","WA","0809",344,"2008",155737,0.00220885210322531
"679","puget_sound_area","MI","0809",201,"2008",91774,0.00219016279120448
"680","puget_sound_area","OK","0809",341,"2008",91774,0.00371564931244143
"681","puget_sound_area","PA","0809",366,"2008",91774,0.00398805761980517
"682","puget_sound_area","MO","0809",299,"2008",91774,0.00325800335607035
"683","puget_sound_area","SC","0809",287,"2008",91774,0.00312724736853575
"684","bay_area","CT","0809",311,"2008",155737,0.00199695640727637
"685","puget_sound_area","NJ","0809",219,"2008",91774,0.00238629677250637
"686","bay_area","TN","0809",246,"2008",155737,0.00157958609707391
"687","puget_sound_area","OH","0809",289,"2008",91774,0.00314904003312485
"688","puget_sound_area","DC","0809",255,"2008",91774,0.00277856473511016
"689","puget_sound_area","KS","0809",223,"2008",91774,0.00242988210168457
"690","bay_area","NM","0809",357,"2008",155737,0.0022923261652658
"691","bay_area","WI","0809",206,"2008",155737,0.00132274282925702
"692","puget_sound_area","CT","0809",162,"2008",91774,0.00176520583171704
"693","puget_sound_area","WI","0809",190,"2008",91774,0.00207030313596443
"694","puget_sound_area","NM","0809",283,"2008",91774,0.00308366203935755
"695","bay_area","MO","0809",203,"2008",155737,0.00130347958417075
"696","puget_sound_area","KY","0809",159,"2008",91774,0.0017325168348334
"697","puget_sound_area","IN","0809",116,"2008",91774,0.00126397454616776
"698","bay_area","KS","0809",118,"2008",155737,0.000757687640059844
"699","bay_area","NE","0809",54,"2008",155737,0.00034673841155281
"700","bay_area","KY","0809",40,"2008",155737,0.000256843267816896
"701","bay_area","OK","0809",140,"2008",155737,0.000898951437359138
"702","puget_sound_area","AL","0809",141,"2008",91774,0.0015363828535315
"703","bay_area","IN","0809",122,"2008",155737,0.000783371966841534
"704","bay_area","ME","0809",36,"2008",155737,0.000231158941035207
"705","puget_sound_area","NE","0809",88,"2008",91774,0.00095887724192037
"706","puget_sound_area","ME","0809",31,"2008",91774,0.000337786301131039
"707","puget_sound_area","IA","0809",164,"2008",91774,0.00178699849630614
"708","puget_sound_area","AR","0809",78,"2008",91774,0.000849913918974873
"709","puget_sound_area","RI","0809",61,"2008",91774,0.000664676269967529
"710","bay_area","RI","0809",69,"2008",155737,0.000443054636984146
"711","bay_area","VT","0809",26,"2008",155737,0.000166948124080983
"712","puget_sound_area","ND","0809",26,"2008",91774,0.000283304639658291
"713","bay_area","AK","0809",117,"2008",155737,0.000751266558364422
"714","bay_area","SC","0809",76,"2008",155737,0.000488002208852103
"715","puget_sound_area","DE","0809",24,"2008",91774,0.000261511975069192
"716","bay_area","NH","0809",41,"2008",155737,0.000263264349512319
"717","pdx","pdx","1516",23046,"2015",23046,1
"718","oregon","pdx","1516",7814,"2015",7814,1
"719","WA","pdx","1516",3704,"2015",3704,1
"720","bay_area","pdx","1516",3204,"2015",191097,0.0167663542598785
"721","LA","pdx","1516",3085,"2015",3085,1
"722","puget_sound_area","pdx","1516",2335,"2015",100221,0.0232985102922541
"723","CA","pdx","1516",2195,"2015",2195,1
"724","AZ","pdx","1516",1261,"2015",1261,1
"725","TX","pdx","1516",1135,"2015",1135,1
"726","NY","pdx","1516",843,"2015",843,1
"727","CO","pdx","1516",744,"2015",744,1
"728","IL","pdx","1516",666,"2015",666,1
"729","NV","pdx","1516",634,"2015",634,1
"730","HI","pdx","1516",540,"2015",540,1
"731","FL","pdx","1516",504,"2015",504,1
"732","UT","pdx","1516",435,"2015",435,1
"733","MA","pdx","1516",405,"2015",405,1
"734","ID","pdx","1516",390,"2015",390,1
"735","MN","pdx","1516",247,"2015",247,1
"736","NM","pdx","1516",228,"2015",228,1
"737","AK","pdx","1516",216,"2015",216,1
"738","PA","pdx","1516",209,"2015",209,1
"739","NC","pdx","1516",204,"2015",204,1
"740","MI","pdx","1516",191,"2015",191,1
"741","OH","pdx","1516",184,"2015",184,1
"742","GA","pdx","1516",177,"2015",177,1
"743","MT","pdx","1516",176,"2015",176,1
"744","WI","pdx","1516",159,"2015",159,1
"745","VA","pdx","1516",144,"2015",144,1
"746","TN","pdx","1516",130,"2015",130,1
"747","DC","pdx","1516",129,"2015",129,1
"748","MD","pdx","1516",122,"2015",122,1
"749","MO","pdx","1516",119,"2015",119,1
"750","CT","pdx","1516",73,"2015",73,1
"751","NE","pdx","1516",66,"2015",66,1
"752","IN","pdx","1516",65,"2015",65,1
"753","OK","pdx","1516",60,"2015",60,1
"754","VT","pdx","1516",40,"2015",40,1
"755","pdx","pdx","1415",21368,"2014",21368,1
"756","oregon","pdx","1415",6679,"2014",6679,1
"757","WA","pdx","1415",1487,"2014",1487,1
"758","bay_area","pdx","1415",1788,"2014",132713,0.0134726816513831
"759","LA","pdx","1415",2327,"2014",2327,1
"760","puget_sound_area","pdx","1415",2223,"2014",68980,0.0322267323861989
"761","CA","pdx","1415",1469,"2014",1469,1
"762","AZ","pdx","1415",957,"2014",957,1
"763","TX","pdx","1415",755,"2014",755,1
"764","NY","pdx","1415",443,"2014",443,1
"765","CO","pdx","1415",330,"2014",330,1
"766","IL","pdx","1415",346,"2014",346,1
"767","NV","pdx","1415",501,"2014",501,1
"768","HI","pdx","1415",421,"2014",421,1
"769","FL","pdx","1415",227,"2014",227,1
"770","UT","pdx","1415",302,"2014",302,1
"771","MA","pdx","1415",210,"2014",210,1
"772","ID","pdx","1415",278,"2014",278,1
"773","MN","pdx","1415",131,"2014",131,1
"774","NM","pdx","1415",143,"2014",143,1
"775","AK","pdx","1415",242,"2014",242,1
"776","PA","pdx","1415",67,"2014",67,1
"777","NC","pdx","1415",44,"2014",44,1
"778","MI","pdx","1415",49,"2014",49,1
"779","OH","pdx","1415",124,"2014",124,1
"780","GA","pdx","1415",72,"2014",72,1
"781","MT","pdx","1415",34,"2014",34,1
"782","WI","pdx","1415",71,"2014",71,1
"783","VA","pdx","1415",69,"2014",69,1
"784","TN","pdx","1415",36,"2014",36,1
"785","DC","pdx","1415",77,"2014",77,1
"786","MD","pdx","1415",31,"2014",31,1
"787","MO","pdx","1415",56,"2014",56,1
"788","CT","pdx","1415",47,"2014",47,1
"789","NE","pdx","1415",25,"2014",25,1
"790","IN","pdx","1415",26,"2014",26,1
"791","OK","pdx","1415",20,"2014",20,1
"792","VT","pdx","1415",22,"2014",22,1
"793","pdx","pdx","1314",26883,"2013",26883,1
"794","oregon","pdx","1314",8401,"2013",8401,1
"795","WA","pdx","1314",2083,"2013",2083,1
"796","bay_area","pdx","1314",2193,"2013",167471,0.0130948044736104
"797","LA","pdx","1314",2752,"2013",2752,1
"798","puget_sound_area","pdx","1314",3052,"2013",93106,0.0327798423302472
"799","CA","pdx","1314",1947,"2013",1947,1
"800","AZ","pdx","1314",1430,"2013",1430,1
"801","TX","pdx","1314",768,"2013",768,1
"802","NY","pdx","1314",590,"2013",590,1
"803","CO","pdx","1314",599,"2013",599,1
"804","IL","pdx","1314",556,"2013",556,1
"805","NV","pdx","1314",710,"2013",710,1
"806","HI","pdx","1314",509,"2013",509,1
"807","FL","pdx","1314",326,"2013",326,1
"808","UT","pdx","1314",489,"2013",489,1
"809","MA","pdx","1314",313,"2013",313,1
"810","ID","pdx","1314",478,"2013",478,1
"811","MN","pdx","1314",164,"2013",164,1
"812","NM","pdx","1314",270,"2013",270,1
"813","AK","pdx","1314",300,"2013",300,1
"814","PA","pdx","1314",112,"2013",112,1
"815","NC","pdx","1314",119,"2013",119,1
"816","MI","pdx","1314",167,"2013",167,1
"817","OH","pdx","1314",140,"2013",140,1
"818","GA","pdx","1314",149,"2013",149,1
"819","MT","pdx","1314",97,"2013",97,1
"820","WI","pdx","1314",133,"2013",133,1
"821","VA","pdx","1314",136,"2013",136,1
"822","TN","pdx","1314",54,"2013",54,1
"823","DC","pdx","1314",112,"2013",112,1
"824","MD","pdx","1314",111,"2013",111,1
"825","MO","pdx","1314",117,"2013",117,1
"826","CT","pdx","1314",46,"2013",46,1
"827","NE","pdx","1314",31,"2013",31,1
"828","IN","pdx","1314",63,"2013",63,1
"829","OK","pdx","1314",22,"2013",22,1
"830","VT","pdx","1314",25,"2013",25,1
"831","pdx","pdx","1213",28326,"2012",28326,1
"832","oregon","pdx","1213",9562,"2012",9562,1
"833","WA","pdx","1213",2600,"2012",2600,1
"834","bay_area","pdx","1213",2197,"2012",181713,0.012090494350982
"835","LA","pdx","1213",2610,"2012",2610,1
"836","puget_sound_area","pdx","1213",3185,"2012",105991,0.0300497212027436
"837","CA","pdx","1213",2255,"2012",2255,1
"838","AZ","pdx","1213",1655,"2012",1655,1
"839","TX","pdx","1213",1153,"2012",1153,1
"840","NY","pdx","1213",733,"2012",733,1
"841","CO","pdx","1213",808,"2012",808,1
"842","IL","pdx","1213",536,"2012",536,1
"843","NV","pdx","1213",746,"2012",746,1
"844","HI","pdx","1213",585,"2012",585,1
"845","FL","pdx","1213",721,"2012",721,1
"846","UT","pdx","1213",536,"2012",536,1
"847","MA","pdx","1213",334,"2012",334,1
"848","ID","pdx","1213",565,"2012",565,1
"849","MN","pdx","1213",272,"2012",272,1
"850","NM","pdx","1213",302,"2012",302,1
"851","AK","pdx","1213",439,"2012",439,1
"852","PA","pdx","1213",213,"2012",213,1
"853","NC","pdx","1213",186,"2012",186,1
"854","MI","pdx","1213",245,"2012",245,1
"855","OH","pdx","1213",178,"2012",178,1
"856","GA","pdx","1213",205,"2012",205,1
"857","MT","pdx","1213",322,"2012",322,1
"858","WI","pdx","1213",159,"2012",159,1
"859","VA","pdx","1213",225,"2012",225,1
"860","TN","pdx","1213",113,"2012",113,1
"861","DC","pdx","1213",131,"2012",131,1
