"","y1_statefips","y1_countyfips","y2_statefips","y2_countyfips","y2_state","y2_countyname","n1","n2","agi","origin_area","dest_area"
"1","06","001","06","013","CA","Contra Costa County",5514,10606,491542,"bay_area","bay_area"
"2","06","001","06","085","CA","Santa Clara County",3160,5673,340119,"bay_area","bay_area"
"3","06","001","06","075","CA","San Francisco County",2572,3436,226510,"bay_area","bay_area"
"4","06","001","06","077","CA","San Joaquin County",1950,4564,109785,"bay_area","CA"
"5","06","001","06","081","CA","San Mateo County",1506,2659,132594,"bay_area","bay_area"
"6","06","001","06","037","CA","Los Angeles County",1360,2001,82865,"bay_area","LA"
"7","06","001","06","067","CA","Sacramento County",1019,1819,48532,"bay_area","CA"
"8","06","001","06","095","CA","Solano County",771,1498,39551,"bay_area","bay_area"
"9","06","001","06","099","CA","Stanislaus County",529,1233,23753,"bay_area","CA"
"10","06","001","06","073","CA","San Diego County",500,813,38701,"bay_area","CA"
"11","06","001","06","059","CA","Orange County",399,675,27090,"bay_area","LA"
"12","06","001","53","033","WA","King County",367,577,32125,"bay_area","puget_sound"
"13","06","001","06","097","CA","Sonoma County",353,549,26635,"bay_area","bay_area"
"14","06","001","32","003","NV","Clark County",341,627,28016,"bay_area","NV"
"15","06","001","06","041","CA","Marin County",280,453,46039,"bay_area","bay_area"
"16","06","001","04","013","AZ","Maricopa County",259,437,33064,"bay_area","AZ"
"17","06","001","48","453","TX","Travis County",244,442,16872,"bay_area","TX"
"18","06","001","06","087","CA","Santa Cruz County",239,355,22577,"bay_area","bay_area"
"19","06","001","36","061","NY","New York County",212,246,20069,"bay_area","NY"
"20","06","001","41","051","OR","Multnomah County",208,320,15383,"bay_area","pdx"
"21","06","001","17","031","IL","Cook County",199,285,11568,"bay_area","IL"
"22","06","001","06","065","CA","Riverside County",190,338,12700,"bay_area","LA"
"23","06","001","06","061","CA","Placer County",187,348,16722,"bay_area","CA"
"24","06","001","36","047","NY","Kings County",183,220,11596,"bay_area","NY"
"25","06","001","06","019","CA","Fresno County",178,320,8549,"bay_area","CA"
"26","06","001","06","113","CA","Yolo County",163,240,8247,"bay_area","CA"
"27","06","001","06","071","CA","San Bernardino County",147,276,7491,"bay_area","LA"
"28","06","001","32","031","NV","Washoe County",146,239,16604,"bay_area","NV"
"29","06","001","48","201","TX","Harris County",140,260,10275,"bay_area","TX"
"30","06","001","15","003","HI","Honolulu County",133,226,7727,"bay_area","HI"
